Hora_decimal,P fase A,P fase B,P fase C,Q fase A,Q fase B,Q fase C
744.0,0.989,3.97,0.805,-0.46,0.151,0.234
744.25,0.99,3.79,1.06,-0.49,0.136,0.112
744.5,0.811,3.86,0.803,-0.73,0.149,0.0281
744.75,1.06,3.73,0.678,-0.42,0.144,0.126
745.0,1.19,3.88,1.25,-0.21,0.155,0.308
745.25,0.972,3.78,0.894,-0.5,0.166,0.155
745.5,0.929,3.94,0.997,-0.56,0.176,0.0664
745.75,1.1,3.91,0.641,-0.35,0.182,0.0596
746.0,0.883,3.71,1.02,-0.66,0.169,0.283
746.25,0.785,3.7,1.03,-0.79,0.148,0.239
746.5,1.15,3.69,0.947,-0.28,0.132,0.0133
746.75,1.13,3.69,0.884,-0.31,0.139,-0.18
747.0,0.957,3.69,1.09,-0.51,0.145,0.0695
747.25,1.05,3.68,0.845,-0.39,0.151,0.03
747.5,1.01,3.68,0.878,-0.47,0.158,-0.16
747.75,0.798,3.67,0.793,-0.78,0.161,-0.19
748.0,0.919,3.66,0.935,-0.61,0.166,0.0512
748.25,1.13,3.66,1.17,-0.31,0.17,0.306
748.5,1.0,3.64,1.05,-0.47,0.174,0.12
748.75,1.09,3.64,0.742,-0.36,0.177,0.0233
749.0,1.1,3.63,0.826,-0.33,0.145,0.186
749.25,0.872,3.61,0.992,-0.64,0.138,0.268
749.5,0.815,3.62,1.2,-0.74,0.135,0.051
749.75,1.02,3.63,1.02,-0.48,0.145,0.0833
750.0,0.968,3.62,0.801,-0.51,0.169,0.243
750.25,1.0,3.63,1.14,-0.48,0.168,0.308
750.5,1.16,3.62,1.15,-0.25,0.132,0.293
750.75,1.02,3.77,1.32,-0.44,0.0871,0.323
751.0,0.822,3.78,0.856,-0.72,0.0778,0.22
751.25,0.911,3.79,0.652,-0.61,0.0659,0.00412
751.5,1.01,3.8,0.842,-0.46,0.0713,0.0444
751.75,0.914,4.25,1.23,-0.6,0.115,0.303
752.0,1.04,4.12,1.05,-0.42,0.0888,0.271
752.25,1.18,3.85,1.31,-0.22,0.073,0.118
752.5,0.951,4.15,0.97,-0.52,0.0968,0.0532
752.75,0.843,4.4,0.932,-0.71,0.0881,0.158
753.0,0.982,4.23,1.5,-0.52,0.0562,0.335
753.25,0.96,4.36,0.529,-0.54,0.0633,0.0956
753.5,0.9,4.14,0.812,-0.6,0.0921,-0.2
753.75,1.09,4.12,0.703,-0.34,0.0736,-0.22
754.0,1.19,4.11,0.822,-0.22,0.0742,0.00917
754.25,0.98,4.53,1.13,-0.48,0.084,0.038
754.5,0.872,4.6,1.05,-0.65,0.0724,-0.18
754.75,0.998,4.77,0.729,-0.51,0.0805,-0.14
755.0,0.907,4.9,1.13,-0.6,0.0544,0.221
755.25,0.899,4.4,1.14,-0.59,0.0481,0.251
755.5,1.09,4.46,1.14,-0.34,0.0578,0.14
755.75,1.13,4.78,1.21,-0.3,0.06,0.0507
756.0,0.986,4.07,1.45,-0.48,0.0567,0.166
756.25,0.974,4.47,1.8,-0.51,0.0669,0.333
756.5,0.987,4.43,1.12,-0.51,0.0626,0.163
756.75,0.851,4.94,1.1,-0.69,0.0582,0.0406
757.0,0.917,4.74,0.891,-0.57,0.0679,0.0436
757.25,1.09,4.46,1.24,-0.34,0.053,0.264
757.5,1.05,4.98,0.873,-0.38,0.0513,0.205
757.75,0.984,4.71,1.13,-0.47,0.0428,0.0394
758.0,1.11,5.61,1.21,-0.31,0.0473,0.0391
758.25,0.969,4.75,1.07,-0.52,0.0359,0.211
758.5,0.799,4.82,1.23,-0.73,0.0431,0.291
758.75,0.934,4.78,0.999,-0.55,0.0372,0.0339
759.0,1.09,5.14,0.928,-0.34,0.0522,0.0165
759.25,0.939,5.02,1.29,-0.52,0.0427,0.235
759.5,0.968,4.31,1.58,-0.48,0.0385,0.282
759.75,1.17,5.02,1.19,-0.23,0.0457,0.127
760.0,0.971,4.98,0.909,-0.5,0.0413,0.0113
760.25,0.782,4.61,0.981,-0.73,0.0292,0.117
760.5,1.01,4.62,1.06,-0.44,0.0317,0.227
760.75,1.09,5.68,1.14,-0.33,0.00867,0.137
