Hora_decimal,P fase A,P fase B,P fase C,Q fase A,Q fase B,Q fase C
744.0,0.727,0.442,0.14,-0.29,0.0247,0.0316
744.25,0.743,0.426,0.14,-0.27,0.0032,0.03
744.5,0.741,0.503,0.154,-0.26,0.0827,0.0464
744.75,0.73,0.485,0.184,-0.28,0.0779,0.0808
745.0,0.74,0.42,0.18,-0.26,0.00708,0.0758
745.25,0.719,0.446,0.165,-0.29,0.041,0.0648
745.5,0.688,0.477,0.14,-0.34,0.0777,0.04
745.75,0.706,0.48,0.168,-0.31,0.085,0.0725
746.0,0.705,0.464,0.14,-0.31,0.061,0.04
746.25,0.718,0.457,0.151,-0.3,0.0476,0.0488
746.5,0.741,0.456,0.184,-0.27,0.0344,0.0756
746.75,0.734,0.491,0.195,-0.28,0.0836,0.0914
747.0,0.731,0.436,0.148,-0.28,0.0285,0.0411
747.25,0.744,0.447,0.14,-0.26,0.0387,0.0339
747.5,0.701,0.439,0.193,-0.32,0.0373,0.0931
747.75,0.701,0.496,0.197,-0.32,0.106,0.0994
748.0,0.7,0.474,0.198,-0.32,0.0764,0.109
748.25,0.698,0.442,0.188,-0.32,0.0376,0.101
748.5,0.697,0.446,0.185,-0.32,0.0475,0.0975
748.75,0.711,0.493,0.151,-0.3,0.107,0.0567
749.0,0.698,0.456,0.14,-0.32,0.0457,0.039
749.25,0.701,0.456,0.14,-0.32,0.04,0.03
749.5,0.703,0.453,0.159,-0.32,0.036,0.0487
749.75,0.688,0.467,0.203,-0.33,0.0609,0.109
750.0,0.728,0.5,0.162,-0.28,0.108,0.0656
750.25,0.737,0.43,0.163,-0.27,0.0222,0.0678
750.5,0.835,0.622,0.152,-0.31,-0.0063,0.0432
750.75,0.782,0.903,0.161,-0.29,0.0726,0.0552
751.0,0.73,0.777,0.332,-0.26,0.04,0.0547
751.25,1.04,1.51,0.65,-0.23,-0.0086,0.0414
751.5,0.987,1.48,0.603,-0.18,0.00222,0.0239
751.75,1.69,2.19,1.65,-0.15,0.0943,0.0726
752.0,1.77,2.33,1.79,-0.1,0.199,0.191
752.25,1.73,2.19,1.76,-0.15,0.06,0.136
752.5,1.66,2.08,1.63,-0.26,-0.033,0.00407
752.75,1.65,2.1,1.71,-0.27,0.00292,0.035
753.0,1.66,2.09,1.68,-0.26,-0.017,0.00435
753.25,1.61,2.09,1.68,-0.31,-0.053,-0.0016
753.5,1.62,2.13,1.73,-0.33,-0.035,0.022
753.75,1.82,2.29,1.82,-0.15,0.0905,0.122
754.0,1.82,2.35,1.72,-0.27,0.0222,-0.02
754.25,15.9,17.7,15.7,9.69,10.6,9.72
754.5,55.7,60.2,55.0,32.9,34.8,31.5
754.75,51.7,55.9,51.0,30.9,32.8,29.7
755.0,50.4,54.5,49.7,30.1,31.9,28.9
755.25,48.6,52.8,48.0,29.1,30.9,28.1
755.5,51.2,56.4,51.0,30.4,32.3,29.2
755.75,48.2,53.1,48.3,28.8,30.5,27.6
756.0,45.7,50.6,45.6,27.7,29.5,26.7
756.25,47.6,53.0,47.7,28.7,30.6,27.8
756.5,44.9,50.0,44.9,27.3,28.9,26.5
756.75,51.4,57.0,51.7,30.1,32.1,29.0
757.0,47.0,52.7,48.0,27.9,29.8,27.2
757.25,46.1,51.7,47.0,27.4,29.3,26.7
757.5,51.2,56.9,52.0,29.6,31.8,28.8
757.75,53.5,59.2,54.5,30.1,32.7,29.8
758.0,52.4,57.3,52.9,29.3,31.7,29.0
758.25,52.9,57.7,53.2,29.5,32.0,29.2
758.5,53.6,58.8,53.8,29.7,32.1,29.5
758.75,56.0,61.3,56.1,31.0,33.1,30.4
759.0,55.2,60.7,56.4,29.7,32.0,29.5
759.25,58.3,63.3,59.2,30.8,33.3,30.7
759.5,55.4,60.2,56.5,29.1,31.7,29.3
759.75,59.0,64.0,59.8,30.7,33.4,30.8
760.0,55.9,61.0,57.1,29.3,31.8,29.6
760.25,55.8,60.8,57.2,29.2,31.6,29.4
760.5,55.7,60.7,57.1,29.0,31.3,29.4
760.75,55.6,60.4,56.8,28.7,31.0,29.1
