Descricao,Valor
kWh fornecido (EnergyMeter kWh),15969109.0
kWh da carga (Zone kWh),14862825.0
Zone losses (Zone Losses kWh),884667.0
Perdas na linha MT (Line Losses kWh),26619.0
Perdas nos trafos (Transformer Losses kWh),858049.0
Perdas em vazio ferro (No Load Losses kWh),820553.0
Perdas em carga cobre (Transformer - NoLoad) kWh,37496.0
