MES,DMFP (kW),DMP (kW),CFP (kWh),CP (kWh),UFP (kW),UP (kW),DCFP_c (kW),DCP_c (kW),"DCFP (R$32,84)","DCP  (R$83,34)","DCFP_c (R$27,26)","DCP_c  (R$69,17)","UFP  (R$65,68)","UP   (R$166,68)","CFP (R$0,15) TUSD","CP  (R$0,15) TUSD","CFP (R$0,37) TUE","CP  (R$0,59) TUE",R$TOTAL_MES
JAN,4614,1414,1325374,55387,0.0,0.0,386.0,786.0,151523.76,117842.76,10522.36,54367.62,0.0,0.0,198806.1,8308.05,490388.38,32678.33,1064437.36
FEV,5307,1722,1371934,64571,307.0,0.0,0.0,478.0,174281.88,143511.48,0.0,33063.26,20163.76,0.0,205790.1,9685.65,507615.58,38096.89,1132208.6
MAR,5438,2046,1468647,79095,438.0,0.0,0.0,154.0,178583.92,170513.64,0.0,10652.18,28767.84,0.0,220297.05,11864.25,543399.39,46666.05,1210744.32
ABR,3501,1330,1115920,59119,0.0,0.0,1499.0,870.0,114972.84,110842.2,40862.74,60177.9,0.0,0.0,167388.0,8867.85,412890.4,34880.21,950882.14
MAI,3465,1734,1163496,67153,0.0,0.0,1535.0,466.0,113790.6,144511.56,41844.1,32233.22,0.0,0.0,174524.4,10072.95,430493.52,39620.27,987090.62
JUN,4389,1874,1311739,79027,0.0,0.0,611.0,326.0,144134.76,156179.16,16655.86,22549.42,0.0,0.0,196760.85,11854.05,485343.43,46625.93,1080103.46
JUL,4621,2398,1308162,74265,0.0,198.0,379.0,0.0,151753.64,199849.32,10331.54,0.0,0.0,33002.64,196224.3,11139.75,484019.94,43816.35,1130137.48
AGO,3468,1601,1223399,70404,0.0,0.0,1532.0,599.0,113889.12,133427.34,41762.32,41432.83,0.0,0.0,183509.85,10560.6,452657.63,41538.36,1018778.05
SET,3105,1310,1140808,66366,0.0,0.0,1895.0,890.0,101968.2,109175.4,51657.7,61561.3,0.0,0.0,171121.2,9954.9,422098.96,39155.94,966693.6
OUT,3910,1527,1175796,68443,0.0,0.0,1090.0,673.0,128404.4,127260.18,29713.4,46551.41,0.0,0.0,176369.4,10266.45,435044.52,40381.37,993991.13
NOV,5377,2324,1263113,67935,377.0,124.0,0.0,0.0,176580.68,193682.16,0.0,0.0,24761.36,20668.32,189466.95,10190.25,467351.81,40081.65,1122783.18
DEZ,5286,2151,1285595,63360,286.0,0.0,0.0,49.0,173592.24,179264.34,0.0,3389.33,18784.48,0.0,192839.25,9504.0,475670.15,37382.4,1090426.19
TOTAIS,5438,2398,15153983,815125,,,,,,,,,,,,,,,12748276.13
