0,0.09877296,0.03334656
0.25,0.0991172,0.03414944
0.5,0.09559576,0.03244176
0.75,0.09912448,0.03300024
1,0.09719112,0.03077776
1.25,0.09634872,0.0289068
1.5,0.10118576,0.02923856
1.75,0.10739352,0.03212768
2,0.10400832,0.03309384
2.25,0.1109108,0.03574688
2.5,0.104156,0.0327496
2.75,0.10764728,0.03418376
3,0.09923888,0.03289104
3.25,0.09925136,0.03332368
3.5,0.09512568,0.03556696
3.75,0.1008176,0.03655288
4,0.09290528,0.0355472
4.25,0.09889464,0.0378144
4.5,0.07894744,0.02999256
4.75,0.088738,0.0326768
5,0.08442928,0.02088528
5.25,0.09270456,0.0166244
5.5,0.08822008,0.01798368
5.75,0.07536152,0.0190372
6,0.074438,0.02063464
6.25,0.07758504,0.0213616
6.5,0.08005816,0.02279056
6.75,0.08065928,0.02297984
7,0.08142368,0.02450032
7.25,0.08826688,0.02514512
7.5,0.09090224,0.02960568
7.75,0.09207432,0.02906176
8,0.04933344,0.0251004
8.25,0.05050032,0.02478216
8.5,0.05207384,0.02375672
8.75,0.06136208,0.02920008
9,0.08255624,0.03413592
9.25,0.08343504,0.03084952
9.5,0.09194224,0.0340704
9.75,0.08358584,0.02794584
10,0.09072648,0.03001544
10.25,0.08795904,0.02993016
10.5,0.05851352,0.02835144
10.75,0.05942768,0.02733744
11,0.08950136,0.03260816
11.25,0.08272056,0.02694432
11.5,0.0956436,0.0320008
11.75,0.10612264,0.03418272
12,0.09843912,0.03222752
12.25,0.1068704,0.03512288
12.5,0.09938448,0.03360864
12.75,0.0988884,0.03480464
13,0.08242936,0.03016
13.25,0.07900568,0.02751736
13.5,0.08757944,0.0260884
13.75,0.0981292,0.02628912
14,0.10437024,0.02729064
14.25,0.1083576,0.02752984
14.5,0.10322312,0.02612792
14.75,0.11290448,0.02403856
15,0.09649432,0.02398448
15.25,0.10107968,0.02201576
15.5,0.07611552,0.02179112
15.75,0.0785824,0.0230672
16,0.07730528,0.02515552
16.25,0.08699184,0.02982928
16.5,0.090766,0.02966392
16.75,0.10035792,0.02817048
17,0.0985452,0.02496936
17.25,0.10372232,0.0239252
17.5,0.1067248,0.0204568
17.75,0.10637432,0.02077192
18,0.10447112,0.02183688
18.25,0.1038076,0.0202384
18.5,0.09081592,0.01560416
18.75,0.09525984,0.01682304
19,0.100568,0.01714856
19.25,0.10161424,0.0148564
19.5,0.10280712,0.01560624
19.75,0.11026392,0.01816672
20,0.11448528,0.0166088
20.25,0.11709048,0.01410136
20.5,0.12047672,0.0148512
20.75,0.11578008,0.01486784
21,0.12312352,0.02324088
21.25,0.1223872,0.01839032
21.5,0.1227564,0.02406352
21.75,0.11787776,0.028808
22,0.10759424,0.02643472
22.25,0.11450088,0.02739672
22.5,0.1047956,0.0260884
22.75,0.10412688,0.02657512
23,0.10872888,0.02990104
23.25,0.10888176,0.03470584
23.5,0.1208584,0.0340496
23.75,0.11627928,0.03713112
24,0.10894832,0.03751176
24.25,0.10913656,0.03810872
24.5,0.10419552,0.03861
24.75,0.10016552,0.03348176
25,0.09694048,0.02597088
25.25,0.09531184,0.02756416
25.5,0.103948,0.0319332
25.75,0.10278112,0.02807688
26,0.1032928,0.02825472
26.25,0.1079676,0.03356184
26.5,0.1009112,0.02807168
26.75,0.10551528,0.0271752
27,0.09241128,0.02391584
27.25,0.09213776,0.022724
27.5,0.09248512,0.02362152
27.75,0.09727224,0.02437552
28,0.09143784,0.02521168
28.25,0.09424584,0.02552368
28.5,0.08629712,0.02418832
28.75,0.08661328,0.02368912
29,0.09486672,0.02694952
29.25,0.0892372,0.02724176
29.5,0.09069632,0.02526056
29.75,0.08594768,0.02749344
30,0.08759088,0.02827968
30.25,0.08714368,0.02811432
30.5,0.08995272,0.026988
30.75,0.0868764,0.0273052
31,0.08199152,0.0250224
31.25,0.09371128,0.0292448
31.5,0.12232376,0.03102528
31.75,0.1314508,0.03731
32,0.13120016,0.03338816
32.25,0.1307644,0.03373968
32.5,0.14556464,0.03296384
32.75,0.17478136,0.02736136
33,0.15477488,0.03384368
33.25,0.20420088,0.04422912
33.5,0.22342528,0.0503412
33.75,0.16026192,0.04559256
34,0.20544264,0.04456088
34.25,0.18462808,0.03940456
34.5,0.19241976,0.03846024
34.75,0.16631888,0.04133896
35,0.20854392,0.04907344
35.25,0.20868952,0.05167032
35.5,0.19805448,0.05168384
35.75,0.18862584,0.04909632
36,0.17941872,0.04401592
36.25,0.19103344,0.04242368
36.5,0.21046272,0.04582448
36.75,0.21593208,0.05016544
37,0.16685136,0.04050592
37.25,0.16923296,0.04130672
37.5,0.1751308,0.04204512
37.75,0.1545232,0.04189432
38,0.17064424,0.0419172
38.25,0.1644448,0.03688464
38.5,0.17243928,0.05105256
38.75,0.18650112,0.04459104
39,0.18946512,0.03606824
39.25,0.183664,0.03156608
39.5,0.15340624,0.02740504
39.75,0.16236272,0.03011112
40,0.16136952,0.02915952
40.25,0.15734992,0.02684864
40.5,0.15578472,0.02612168
40.75,0.15814552,0.02312544
41,0.16158688,0.02699944
41.25,0.14069328,0.0250016
41.5,0.1399632,0.0220896
41.75,0.1458132,0.02785536
42,0.13908856,0.02705248
42.25,0.13281528,0.02546024
42.5,0.12675312,0.02409056
42.75,0.12812176,0.02329288
43,0.13731432,0.02679352
43.25,0.13618384,0.0287456
43.5,0.14160016,0.03267576
43.75,0.13347464,0.02633072
44,0.14742312,0.02200848
44.25,0.14354912,0.01798784
44.5,0.14610024,0.01730664
44.75,0.1433744,0.01568944
45,0.14920048,0.02065232
45.25,0.14225016,0.02497144
45.5,0.14505296,0.03512912
45.75,0.149526,0.04707976
46,0.14769664,0.0412412
46.25,0.14616472,0.03826368
46.5,0.13375128,0.03065816
46.75,0.14124656,0.03458
47,0.13730808,0.0359164
47.25,0.1304628,0.03089736
47.5,0.14591096,0.04439656
47.75,0.14001624,0.04207944
48,0.13126672,0.03171064
48.25,0.13309712,0.03027856
48.5,0.1215864,0.032136
48.75,0.12853048,0.03197688
49,0.13162864,0.03906448
49.25,0.1229644,0.03654768
49.5,0.1273636,0.03908112
49.75,0.13750984,0.0448552
50,0.13394992,0.04306952
50.25,0.13115752,0.04092192
50.5,0.12514736,0.0437112
50.75,0.1325584,0.03840304
51,0.11601408,0.02128256
51.25,0.11662456,0.0211848
51.5,0.1220024,0.02482688
51.75,0.1198652,0.02842008
52,0.11260912,0.02593344
52.25,0.11234288,0.02621736
52.5,0.10370464,0.02441192
52.75,0.1051544,0.02676336
53,0.10730408,0.03056872
53.25,0.1061528,0.02978768
