0,0.0268944,0.00908024
0.25,0.026988,0.00929864
0.5,0.02602912,0.00883376
0.75,0.02699008,0.0089856
1,0.02646384,0.00838032
1.25,0.02623504,0.00787072
1.5,0.02755168,0.0079612
1.75,0.02924168,0.00874848
2,0.02832024,0.00901056
2.25,0.03019952,0.00973336
2.5,0.0283608,0.00891696
2.75,0.02931136,0.009308
3,0.02702128,0.00895544
3.25,0.0270244,0.009074
3.5,0.0259012,0.00968448
3.75,0.02745184,0.0099528
4,0.02529696,0.00967928
4.25,0.02692768,0.010296
4.5,0.0214968,0.00816608
4.75,0.02416232,0.0088972
5,0.0229892,0.00568672
5.25,0.02524184,0.00452608
5.5,0.02402088,0.00489632
5.75,0.02052024,0.00518336
6,0.02026856,0.00561808
6.25,0.02112552,0.00581672
6.5,0.0217984,0.00620568
6.75,0.02196272,0.00625664
7,0.02217072,0.0066716
7.25,0.02403336,0.00684632
7.5,0.024752,0.00806104
7.75,0.02507024,0.00791336
8,0.01343264,0.00683488
8.25,0.01375088,0.00674752
8.5,0.01417936,0.0064688
8.75,0.0167076,0.0079508
9,0.02247856,0.00929448
9.25,0.02271776,0.00840008
9.5,0.02503488,0.0092768
9.75,0.02275936,0.00760864
10,0.02470312,0.00817232
10.25,0.02395016,0.00814944
10.5,0.0159328,0.00771992
10.75,0.01618136,0.00744328
11,0.02437032,0.00887848
11.25,0.02252328,0.00733616
11.5,0.02604264,0.00871312
11.75,0.02889536,0.009308
12,0.02680392,0.00877552
12.25,0.0290992,0.00956384
12.5,0.0270608,0.00915096
12.75,0.0269256,0.00947648
13,0.02244424,0.00821184
13.25,0.0215124,0.00749216
13.5,0.0238472,0.0071032
13.75,0.02671968,0.00715832
14,0.02841904,0.0074308
14.25,0.0295048,0.00749632
14.5,0.028106,0.00711464
14.75,0.0307424,0.00654576
15,0.02627456,0.00653016
15.25,0.02752256,0.00599456
15.5,0.02072512,0.0059332
15.75,0.02139696,0.00628056
16,0.0210496,0.00684944
16.25,0.02368704,0.0081224
16.5,0.02471456,0.00807664
16.75,0.027326,0.00767
17,0.026832,0.00679848
17.25,0.02824224,0.00651456
17.5,0.02905968,0.00557024
17.75,0.028964,0.00565552
18,0.02844608,0.00594568
18.25,0.02826512,0.00551096
18.5,0.02472808,0.0042484
18.75,0.0259376,0.00458016
19,0.0273832,0.0046696
19.25,0.02766816,0.0040456
19.5,0.02799264,0.00424944
19.75,0.03002376,0.00494624
20,0.03117296,0.00452192
20.25,0.03188224,0.00383968
20.5,0.03280368,0.00404352
20.75,0.03152552,0.00404872
21,0.0335244,0.0063284
21.25,0.03332472,0.0050076
21.5,0.03342456,0.006552
21.75,0.03209648,0.00784368
22,0.0292968,0.00719784
22.25,0.03117712,0.00745992
22.5,0.02853448,0.0071032
22.75,0.02835248,0.00723632
23,0.02960568,0.00814216
23.25,0.02964728,0.00945048
23.5,0.03290872,0.0092716
23.75,0.03166176,0.01010984
24,0.02966496,0.01021384
24.25,0.02971592,0.01037608
24.5,0.0283712,0.01051336
24.75,0.027274,0.00911664
25,0.0263952,0.007072
25.25,0.02595216,0.00750568
25.5,0.0283036,0.00869544
25.75,0.0279864,0.00764504
26,0.02812472,0.00769392
26.25,0.02939768,0.00913848
26.5,0.0274768,0.00764296
26.75,0.02873,0.0073996
27,0.02516176,0.00651144
27.25,0.02508792,0.006188
27.5,0.02518256,0.0064324
27.75,0.02648568,0.00663728
28,0.0248976,0.00686504
28.25,0.025662,0.00694928
28.5,0.02349776,0.00658632
28.75,0.02358408,0.00645008
29,0.02583048,0.00733824
29.25,0.02429856,0.00741728
29.5,0.0246948,0.00687856
29.75,0.02340208,0.00748592
30,0.02384928,0.00770016
30.25,0.0237276,0.00765544
30.5,0.02449304,0.00734864
30.75,0.0236548,0.00743496
31,0.02232568,0.00681304
31.25,0.0255164,0.00796328
31.5,0.03330704,0.00844792
31.75,0.03579264,0.01015872
32,0.035724,0.00909168
32.25,0.03560544,0.00918736
32.5,0.03963544,0.0089752
32.75,0.0475904,0.00744952
33,0.04214288,0.00921544
33.25,0.05560152,0.0120432
33.5,0.06083584,0.0137072
33.75,0.04363736,0.01241448
34,0.05593952,0.01213368
34.25,0.05027152,0.01072968
34.5,0.05239312,0.01047176
34.75,0.04528576,0.01125592
35,0.056784,0.01336192
35.25,0.05682352,0.01406912
35.5,0.05392712,0.01407328
