Descricao,Valor
kWh fornecido (EnergyMeter kWh),18239374.0
kWh da carga (Zone kWh),16537018.0
Zone losses (Zone Losses kWh),988204.0
Perdas na linha MT (Line Losses kWh),37170.0
Perdas nos trafos (Transformer Losses kWh),951047.0
Perdas em vazio ferro (No Load Losses kWh),890785.0
Perdas em carga cobre (Transformer - NoLoad) kWh,60262.0
