MES,DMFP (kW),DMP (kW),CFP (kWh),CP (kWh),UFP (kW),UP (kW),DCFP_c (kW),DCP_c (kW),"DCFP (R$32,84)","DCP  (R$83,34)","DCFP_c (R$27,26)","DCP_c  (R$69,17)","UFP  (R$65,68)","UP   (R$166,68)","CFP (R$0,15) TUSD","CP  (R$0,15) TUSD","CFP (R$0,37) TUE","CP  (R$0,59) TUE",R$TOTAL_MES
JAN,4721.0,0.0,1460674.0,-2,0.0,0.0,354.0,0.0,155037.64,0.0,9650.04,0.0,0.0,0.0,219101.1,-0.3,540449.38,-1.18,924236.68
FEV,5112.0,0.0,1509406.0,-3,0.0,0.0,0.0,0.0,167878.08,0.0,0.0,0.0,0.0,0.0,226410.9,-0.45,558480.22,-1.77,952766.98
MAR,5119.0,0.0,1625323.0,-3,0.0,0.0,0.0,0.0,168107.96,0.0,0.0,0.0,0.0,0.0,243798.45,-0.45,601369.51,-1.77,1013273.7
ABR,4094.0,0.0,1245527.0,-1,0.0,0.0,981.0,0.0,134446.96,0.0,26742.06,0.0,0.0,0.0,186829.05,-0.15,460844.99,-0.59,808862.32
MAI,4099.0,0.0,1303198.0,-3,0.0,0.0,976.0,0.0,134611.16,0.0,26605.76,0.0,0.0,0.0,195479.7,-0.45,482183.26,-1.77,838877.66
JUN,4492.0,0.0,1464272.0,-2,0.0,0.0,583.0,0.0,147517.28,0.0,15892.58,0.0,0.0,0.0,219640.8,-0.3,541780.64,-1.18,924829.82
JUL,4727.0,117.0,1463735.0,50,0.0,117.0,348.0,0.0,155234.68,9750.78,9486.48,0.0,0.0,19501.56,219560.25,7.5,541581.95,29.5,955152.7
AGO,4100.0,0.0,1367752.0,-1,0.0,0.0,975.0,0.0,134644.0,0.0,26578.5,0.0,0.0,0.0,205162.8,-0.15,506068.24,-0.59,872452.8
SET,4098.0,0.0,1280929.0,-1,0.0,0.0,977.0,0.0,134578.32,0.0,26633.02,0.0,0.0,0.0,192139.35,-0.15,473943.73,-0.59,827293.68
OUT,4100.0,0.0,1317475.0,-2,0.0,0.0,975.0,0.0,134644.0,0.0,26578.5,0.0,0.0,0.0,197621.25,-0.3,487465.75,-1.18,846308.02
NOV,5103.0,44.0,1403351.0,8,0.0,44.0,0.0,0.0,167582.52,3666.96,0.0,0.0,0.0,7333.92,210502.65,1.2,519239.87,4.72,908331.84
DEZ,5085.0,0.0,1422392.0,-3,0.0,0.0,0.0,0.0,166991.4,0.0,0.0,0.0,0.0,0.0,213358.8,-0.45,526285.04,-1.77,906633.02
TOTAIS,5119.0,117.0,16864034.0,37,0.0,117.0,981.0,0.0,1801273.9999999998,13417.740000000002,168166.94,0.0,0.0,26835.480000000003,2529605.1,5.55,6239692.58,21.83,10779019.219999999
CTOTAL,,,16864071.0,,,,,,,,,,,,,,,,
R$TOTAL,,,,,,,,,,,,,,,,,,,10779019.219999999
DCFP,5075.0,,,,,,,,,,,,,,,,,,
DCP,,0.0,,,,,,,,,,,,,,,,,
