Descricao,Valor
kWh fornecido (EnergyMeter kWh),16863373.0
kWh da carga (Zone kWh),15124144.0
Zone losses (Zone Losses kWh),975685.0
Perdas na linha MT (Line Losses kWh),31528.0
Perdas nos trafos (Transformer Losses kWh),944140.0
Perdas em vazio ferro (No Load Losses kWh),892862.0
Perdas em carga cobre (Transformer - NoLoad) kWh,51278.0
