Descricao,Valor
kWh fornecido (EnergyMeter kWh),16192683.0
kWh da carga (Zone kWh),15085367.0
Zone losses (Zone Losses kWh),885705.0
Perdas na linha MT (Line Losses kWh),27354.0
Perdas nos trafos (Transformer Losses kWh),858364.0
Perdas em vazio ferro (No Load Losses kWh),820255.0
Perdas em carga cobre (Transformer - NoLoad) kWh,38109.0
