MES,DMFP (kW),DMP (kW),CFP (kWh),CP (kWh),UFP (kW),UP (kW),DCFP_c (kW),DCP_c (kW),"DCFP (R$32,84)","DCP  (R$83,34)","DCFP_c (R$27,26)","DCP_c  (R$69,17)","UFP  (R$65,68)","UP   (R$166,68)","CFP (R$0,15) TUSD","CP  (R$0,15) TUSD","CFP (R$0,37) TUE","CP  (R$0,59) TUE",R$TOTAL_MES
JAN,4682,1446,1343202,56894,0.0,0.0,393.0,799.0,153756.88,120509.64,10713.18,55266.83,0.0,0.0,201480.3,8534.1,496984.74,33567.46,1080813.13
FEV,5385,1759,1390691,66156,310.0,0.0,0.0,486.0,176843.4,146595.06,0.0,33616.62,20360.8,0.0,208603.65,9923.4,514555.67,39032.04,1149530.64
MAR,5518,2087,1488741,80898,443.0,0.0,0.0,158.0,181211.12,173930.58,0.0,10928.86,29096.24,0.0,223311.15,12134.7,550834.17,47729.82,1229176.64
ABR,3552,1361,1130728,60622,0.0,0.0,1523.0,884.0,116647.68,113425.74,41516.98,61146.28,0.0,0.0,169609.2,9093.3,418369.36,35766.98,965575.52
MAI,3516,1770,1178931,68807,0.0,0.0,1559.0,475.0,115465.44,147511.8,42498.34,32855.75,0.0,0.0,176839.65,10321.05,436204.47,40596.13,1002292.63
JUN,4454,1913,1329512,80830,0.0,0.0,621.0,332.0,146269.36,159429.42,16928.46,22964.44,0.0,0.0,199426.8,12124.5,491919.44,47689.7,1096752.12
JUL,4689,2445,1325708,76088,0.0,200.0,386.0,0.0,153986.76,203766.3,10522.36,0.0,0.0,33336.0,198856.2,11413.2,490511.96,44891.92,1147284.7
AGO,3519,1635,1239741,72102,0.0,0.0,1556.0,610.0,115563.96,136260.9,42416.56,42193.7,0.0,0.0,185961.15,10815.3,458704.17,42540.18,1034455.92
SET,3151,1340,1155917,68039,0.0,0.0,1924.0,905.0,103478.84,111675.6,52448.24,62598.85,0.0,0.0,173387.55,10205.85,427689.29,40143.01,981627.23
OUT,3967,1561,1191344,70177,0.0,0.0,1108.0,684.0,130276.28,130093.74,30204.08,47312.28,0.0,0.0,178701.6,10526.55,440797.28,41404.43,1009316.24
NOV,5456,2370,1280176,69540,381.0,125.0,0.0,0.0,179175.04,197515.8,0.0,0.0,25024.08,20835.0,192026.4,10431.0,473665.12,41028.6,1139701.04
DEZ,5364,2193,1302855,64988,289.0,0.0,0.0,52.0,176153.76,182764.62,0.0,3596.84,18981.52,0.0,195428.25,9748.2,482056.35,38342.92,1107072.46
TOTAIS,5518,2445,15357546,835141,,,,,,,,,,,,,,,12943598.270000003
