MES,DMFP (kW),DMP (kW),CFP (kWh),CP (kWh),UFP (kW),UP (kW),DCFP_c (kW),DCP_c (kW),"DCFP (R$32,84)","DCP  (R$83,34)","DCFP_c (R$27,26)","DCP_c  (R$69,17)","UFP  (R$65,68)","UP   (R$166,68)","CFP (R$0,15) TUSD","CP  (R$0,15) TUSD","CFP (R$0,37) TUE","CP  (R$0,59) TUE",R$TOTAL_MES
JAN,4695.0,671.0,1418010.0,8536,0.0,0.0,380.0,774.0,154183.8,55921.14,10358.8,53537.58,0.0,0.0,212701.5,1280.4,524663.7,5036.24,1017683.16
FEV,5116.0,984.0,1459888.0,19870,0.0,0.0,0.0,461.0,168009.44,82006.56,0.0,31887.37,0.0,0.0,218983.2,2980.5,540158.56,11723.3,1055748.93
MAR,5119.0,1312.0,1559104.0,34401,0.0,0.0,0.0,133.0,168107.96,109342.08,0.0,9199.61,0.0,0.0,233865.6,5160.15,576868.48,20296.59,1122840.47
ABR,3565.0,586.0,1199784.0,14593,0.0,0.0,1510.0,859.0,117074.6,48837.24,41162.6,59417.03,0.0,0.0,179967.6,2188.95,443920.08,8609.87,901177.97
MAI,3548.0,995.0,1251508.0,20572,0.0,0.0,1527.0,450.0,116516.32,82923.3,41626.02,31126.5,0.0,0.0,187726.2,3085.8,463057.96,12137.48,938199.58
JUN,4466.0,1137.0,1397951.0,34675,0.0,0.0,609.0,308.0,146663.44,94757.58,16601.34,21304.36,0.0,0.0,209692.65,5201.25,517241.87,20458.25,1031920.74
JUL,4701.0,1669.0,1403869.0,23411,0.0,224.0,374.0,0.0,154380.84,139094.46,10195.24,0.0,0.0,37336.32,210580.35,3511.65,519431.53,13812.49,1088342.88
AGO,3859.0,860.0,1311708.0,24053,0.0,0.0,1216.0,585.0,126729.56,71672.4,33148.16,40464.45,0.0,0.0,196756.2,3607.95,485331.96,14191.27,971901.95
SET,3591.0,565.0,1230798.0,16901,0.0,0.0,1484.0,880.0,117928.44,47087.1,40453.84,60869.6,0.0,0.0,184619.7,2535.15,455395.26,9971.59,918860.68
OUT,3980.0,786.0,1268534.0,17864,0.0,0.0,1095.0,659.0,130703.2,65505.24,29849.7,45583.03,0.0,0.0,190280.1,2679.6,469357.58,10539.76,944498.21
NOV,5103.0,1594.0,1346932.0,25900,0.0,149.0,0.0,0.0,167582.52,132843.96,0.0,0.0,0.0,24835.32,202039.8,3885.0,498364.84,15281.0,1044832.44
DEZ,5089.0,1418.0,1372314.0,20060,0.0,0.0,0.0,27.0,167122.76,118176.12,0.0,1867.59,0.0,0.0,205847.1,3009.0,507756.18,11835.4,1015614.15
TOTAIS,5119.0,1669.0,16220400.0,260836,0.0,224.0,1527.0,880.0,1735002.88,1048167.1799999999,223395.7,355257.12000000005,0.0,62171.64,2433060.0,39125.4,6001548.0,153893.24,12051621.16
CTOTAL,,,16481236.0,,,,,,,,,,,,,,,,
R$TOTAL,,,,,,,,,,,,,,,,,,,12051621.16
DCFP,5075.0,,,,,,,,,,,,,,,,,,
DCP,,1445.0,,,,,,,,,,,,,,,,,
