Descricao,Valor
kWh fornecido (EnergyMeter kWh),15969441.0
kWh da carga (Zone kWh),14862932.0
Zone losses (Zone Losses kWh),883239.0
Perdas na linha MT (Line Losses kWh),25118.0
Perdas nos trafos (Transformer Losses kWh),858122.0
Perdas em vazio ferro (No Load Losses kWh),820619.0
Perdas em carga cobre (Transformer - NoLoad) kWh,37503.0
