Descricao,Valor
kWh fornecido (EnergyMeter kWh),16479818.0
kWh da carga (Zone kWh),14898504.0
Zone losses (Zone Losses kWh),950784.0
Perdas na linha MT (Line Losses kWh),28087.0
Perdas nos trafos (Transformer Losses kWh),922673.0
Perdas em vazio ferro (No Load Losses kWh),868924.0
Perdas em carga cobre (Transformer - NoLoad) kWh,53749.0
