MES,DMFP (kW),DMP (kW),CFP (kWh),CP (kWh),UFP (kW),UP (kW),DCFP_c (kW),DCP_c (kW),"DCFP (R$32,84)","DCP  (R$83,34)","DCFP_c (R$27,26)","DCP_c  (R$69,17)","UFP  (R$65,68)","UP   (R$166,68)","CFP (R$0,15) TUSD","CP  (R$0,15) TUSD","CFP (R$0,37) TUE","CP  (R$0,59) TUE",R$TOTAL_MES
JAN,4500,0,1426000,-3,0.0,0.0,0.0,600.0,147780.0,0.0,0.0,41502.0,0.0,0.0,213900.0,-0.45,527620.0,-1.77,930799.78
FEV,4545,172,1477953,111,0.0,0.0,0.0,428.0,149257.8,14334.48,0.0,29604.76,0.0,0.0,221692.95,16.65,546842.61,65.49,961814.74
MAR,4543,495,1590301,1222,0.0,0.0,0.0,105.0,149192.12,41253.3,0.0,7262.85,0.0,0.0,238545.15,183.3,588411.37,720.98,1025569.07
ABR,3534,0,1218587,-1,0.0,0.0,966.0,600.0,116056.56,0.0,26333.16,41502.0,0.0,0.0,182788.05,-0.15,450877.19,-0.59,817556.22
MAI,3531,184,1272494,248,0.0,0.0,969.0,416.0,115958.04,15334.56,26414.94,28774.72,0.0,0.0,190874.1,37.2,470822.78,146.32,848362.66
JUN,4414,324,1427318,1720,0.0,0.0,86.0,276.0,144955.76,27002.16,2344.36,19090.92,0.0,0.0,214097.7,258.0,528107.66,1014.8,936871.36
JUL,4529,848,1426827,3249,0.0,248.0,0.0,0.0,148732.36,70672.32,0.0,0.0,0.0,41336.64,214024.05,487.35,527925.99,1916.91,1005095.62
AGO,3535,51,1335294,64,0.0,0.0,965.0,549.0,116089.4,4250.34,26305.9,37974.33,0.0,0.0,200294.1,9.6,494058.78,37.76,879020.21
SET,3534,0,1247300,-1,0.0,0.0,966.0,600.0,116056.56,0.0,26333.16,41502.0,0.0,0.0,187095.0,-0.15,461501.0,-0.59,832486.98
OUT,3936,0,1287615,-2,0.0,0.0,564.0,600.0,129258.24,0.0,15374.64,41502.0,0.0,0.0,193142.25,-0.3,476417.55,-1.18,855693.2
NOV,4545,774,1370922,1831,0.0,174.0,0.0,0.0,149257.8,64505.16,0.0,0.0,0.0,29002.32,205638.3,274.65,507241.14,1080.29,956999.66
DEZ,4541,600,1390081,1253,0.0,0.0,0.0,0.0,149126.44,50004.0,0.0,0.0,0.0,0.0,208512.15,187.95,514329.97,739.27,922899.78
TOTAIS,4545,848,16470692,9691,,,,,,,,,,,,,,,10973169.28
