Segmento,Year,LDCurve,Hour,Meter,kWh,kvarh,Max kW,Max kVA,Zone kWh,Zone kvarh,Zone Max kW,Zone Max kVA,Overload kWh Normal,Overload kWh Emerg,Load EEN,Load UE,Zone Losses kWh,Zone Losses kvarh,Zone Max kW Losses,Zone Max kvar Losses,Load Losses kWh,Load Losses kvarh,No Load Losses kWh,No Load Losses kvarh,Max kW Load Losses,Max kW No Load Losses,Line Losses,Transformer Losses,Line Mode Line Losses,Zero Mode Line Losses,3-phase Line Losses,1- and 2-phase Line Losses,Gen kWh,Gen kvarh,Gen Max kW,Gen Max kVA,13.8 kV Losses,Aux1,Aux6,Aux11,Aux16,Aux21,Aux26,13.8 kV Line Loss,Aux2,Aux7,Aux12,Aux17,Aux22,Aux27,13.8 kV Load Loss,Aux3,Aux8,Aux13,Aux18,Aux23,Aux28,13.8 kV No Load Loss,Aux4,Aux9,Aux14,Aux19,Aux24,Aux29,13.8 kV Load Energy,Aux5,Aux10,Aux15,Aux20,Aux25,Aux30
S00000_FORA_PONTA,0, ,41.0," ""GERAL""       ",37034.0,6799.0,1957.0,1981.0,53258.0,8278.0,2822.0,2852.0,0.0,0.0,2589.0,2245.0,4343.0,10898.0,116.0,313.0,274.0,-556.0,4068.0,11455.0,20.0,99.0,44.0,4299.0,44.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,4343.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,4068.0,0.0,0.0,0.0,0.0,0.0,0.0,53258.0,0.0,0.0,0.0,0.0,0.0,0.0
S00001_PONTA,0, ,44.0," ""GERAL""       ",3817.0,328.0,1405.0,1409.0,3844.0,482.0,1317.0,1329.0,0.0,0.0,186.0,161.0,300.0,734.0,101.0,250.0,9.0,-87.0,291.0,820.0,4.0,97.0,4.0,296.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,291.0,0.0,0.0,0.0,0.0,0.0,0.0,3844.0,0.0,0.0,0.0,0.0,0.0,0.0
S00002_FORA_PONTA,0, ,65.0," ""GERAL""       ",23619.0,3853.0,1711.0,1731.0,32337.0,4524.0,2455.0,2473.0,0.0,0.0,1302.0,1129.0,2198.0,5537.0,115.0,306.0,158.0,-207.0,2040.0,5744.0,18.0,98.0,26.0,2172.0,26.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,2198.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,2040.0,0.0,0.0,0.0,0.0,0.0,0.0,32337.0,0.0,0.0,0.0,0.0,0.0,0.0
S00003_PONTA,0, ,68.0," ""GERAL""       ",3391.0,286.0,1284.0,1287.0,3473.0,442.0,1215.0,1227.0,0.0,0.0,186.0,161.0,300.0,733.0,101.0,252.0,8.0,-89.0,292.0,822.0,4.0,98.0,3.0,297.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,292.0,0.0,0.0,0.0,0.0,0.0,0.0,3473.0,0.0,0.0,0.0,0.0,0.0,0.0
S00004_FORA_PONTA,0, ,137.0," ""GERAL""       ",57948.0,9852.0,2067.0,2084.0,83551.0,12390.0,2937.0,2952.0,0.0,0.0,4284.0,3714.0,7157.0,17935.0,116.0,310.0,426.0,-1015.0,6731.0,18950.0,19.0,99.0,67.0,7090.0,67.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,7157.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,359.0,0.0,0.0,0.0,0.0,0.0,0.0,6731.0,0.0,0.0,0.0,0.0,0.0,0.0,83551.0,0.0,0.0,0.0,0.0,0.0,0.0
S00005_PONTA,0, ,140.0," ""GERAL""       ",3865.0,292.0,1387.0,1390.0,3959.0,444.0,1470.0,1479.0,0.0,0.0,186.0,161.0,300.0,735.0,102.0,253.0,9.0,-85.0,291.0,820.0,5.0,97.0,4.0,297.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,291.0,0.0,0.0,0.0,0.0,0.0,0.0,3959.0,0.0,0.0,0.0,0.0,0.0,0.0
S00006_FORA_PONTA,0, ,161.0," ""GERAL""       ",28490.0,4011.0,2161.0,2181.0,37186.0,4621.0,2987.0,3005.0,0.0,0.0,1301.0,1129.0,2210.0,5583.0,116.0,311.0,175.0,-145.0,2035.0,5728.0,20.0,97.0,33.0,2177.0,33.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,2210.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,2035.0,0.0,0.0,0.0,0.0,0.0,0.0,37186.0,0.0,0.0,0.0,0.0,0.0,0.0
S00007_PONTA,0, ,164.0," ""GERAL""       ",4004.0,305.0,1402.0,1404.0,4031.0,458.0,1539.0,1549.0,0.0,0.0,186.0,161.0,300.0,734.0,101.0,251.0,9.0,-86.0,291.0,820.0,4.0,97.0,4.0,296.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,291.0,0.0,0.0,0.0,0.0,0.0,0.0,4031.0,0.0,0.0,0.0,0.0,0.0,0.0
S00008_FORA_PONTA,0, ,185.0," ""GERAL""       ",29478.0,3758.0,2034.0,2052.0,36820.0,4453.0,2789.0,2802.0,0.0,0.0,1301.0,1129.0,2189.0,5497.0,116.0,309.0,155.0,-229.0,2034.0,5727.0,19.0,97.0,33.0,2156.0,33.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,2189.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,2034.0,0.0,0.0,0.0,0.0,0.0,0.0,36820.0,0.0,0.0,0.0,0.0,0.0,0.0
S00009_PONTA,0, ,188.0," ""GERAL""       ",4036.0,422.0,1444.0,1449.0,4124.0,571.0,1562.0,1577.0,0.0,0.0,186.0,161.0,301.0,736.0,102.0,254.0,10.0,-83.0,291.0,819.0,5.0,97.0,4.0,297.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,301.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,291.0,0.0,0.0,0.0,0.0,0.0,0.0,4124.0,0.0,0.0,0.0,0.0,0.0,0.0
S00010_FORA_PONTA,0, ,209.0," ""GERAL""       ",29687.0,4147.0,2080.0,2100.0,38334.0,4738.0,3001.0,3015.0,0.0,0.0,1301.0,1129.0,2214.0,5597.0,117.0,313.0,181.0,-126.0,2033.0,5724.0,21.0,97.0,35.0,2179.0,35.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,2214.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,2033.0,0.0,0.0,0.0,0.0,0.0,0.0,38334.0,0.0,0.0,0.0,0.0,0.0,0.0
S00011_PONTA,0, ,212.0," ""GERAL""       ",4160.0,386.0,1465.0,1469.0,4247.0,534.0,1622.0,1633.0,0.0,0.0,186.0,161.0,301.0,738.0,102.0,255.0,10.0,-81.0,291.0,819.0,5.0,97.0,4.0,297.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,301.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,291.0,0.0,0.0,0.0,0.0,0.0,0.0,4247.0,0.0,0.0,0.0,0.0,0.0,0.0
S00012_FORA_PONTA,0, ,233.0," ""GERAL""       ",31705.0,4988.0,2192.0,2213.0,39567.0,5587.0,2962.0,2991.0,0.0,0.0,1300.0,1128.0,2208.0,5579.0,117.0,316.0,180.0,-133.0,2029.0,5712.0,22.0,97.0,39.0,2169.0,39.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,2208.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,2029.0,0.0,0.0,0.0,0.0,0.0,0.0,39567.0,0.0,0.0,0.0,0.0,0.0,0.0
S00013_PONTA,0, ,236.0," ""GERAL""       ",4764.0,706.0,1706.0,1732.0,4751.0,845.0,1889.0,1918.0,0.0,0.0,186.0,161.0,303.0,743.0,103.0,256.0,14.0,-72.0,290.0,815.0,6.0,97.0,7.0,296.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,303.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0,0.0,0.0,0.0,0.0,0.0,0.0,4751.0,0.0,0.0,0.0,0.0,0.0,0.0
