MES,DMFP (kW),DMP (kW),CFP (kWh),CP (kWh),UFP (kW),UP (kW),DCFP_c (kW),DCP_c (kW),"DCFP (R$32,84)","DCP  (R$83,34)","DCFP_c (R$27,26)","DCP_c  (R$69,17)","UFP  (R$65,68)","UP   (R$166,68)","CFP (R$0,15) TUSD","CP  (R$0,15) TUSD","CFP (R$0,37) TUE","CP  (R$0,59) TUE",R$TOTAL_MES
JAN,4479.0,463.0,1563753.0,2421,0.0,0.0,0.0,848.0,147090.36,38586.42,0.0,58656.16,0.0,0.0,234562.95,363.15,578588.61,1428.39,1059276.04
FEV,4484.0,804.0,1617559.0,9271,0.0,0.0,0.0,507.0,147254.56,67005.36,0.0,35069.19,0.0,0.0,242633.85,1390.65,598496.83,5469.89,1097320.33
MAR,4483.0,1163.0,1725007.0,22053,0.0,0.0,0.0,148.0,147221.72,96924.42,0.0,10237.16,0.0,0.0,258751.05,3307.95,638252.59,13011.27,1167706.16
ABR,3909.0,369.0,1330902.0,3636,0.0,0.0,531.0,942.0,128371.56,30752.46,14475.06,65158.14,0.0,0.0,199635.3,545.4,492433.74,2145.24,933516.9
MAI,3916.0,817.0,1385276.0,7962,0.0,0.0,524.0,494.0,128601.44,68088.78,14284.24,34169.98,0.0,0.0,207791.4,1194.3,512552.12,4697.58,971379.84
JUN,4482.0,973.0,1544375.0,23310,0.0,0.0,0.0,338.0,147188.88,81089.82,0.0,23379.46,0.0,0.0,231656.25,3496.5,571418.75,13752.9,1071982.56
JUL,4477.0,1555.0,1550573.0,14877,0.0,244.0,0.0,0.0,147024.68,129593.7,0.0,0.0,0.0,40669.92,232585.95,2231.55,573712.01,8777.43,1134595.24
AGO,3923.0,670.0,1449381.0,11879,0.0,0.0,517.0,641.0,128831.32,55837.8,14093.42,44337.97,0.0,0.0,217407.15,1781.85,536270.97,7008.61,1005569.09
SET,3917.0,346.0,1364240.0,3398,0.0,0.0,523.0,965.0,128634.28,28835.64,14256.98,66749.05,0.0,0.0,204636.0,509.7,504768.8,2004.82,950395.27
OUT,4352.0,588.0,1402942.0,5250,0.0,0.0,88.0,723.0,142919.68,49003.92,2398.88,50009.91,0.0,0.0,210441.3,787.5,519088.54,3097.5,977747.23
NOV,4484.0,1472.0,1489828.0,15304,0.0,161.0,0.0,0.0,147254.56,122676.48,0.0,0.0,0.0,26835.48,223474.2,2295.6,551236.36,9029.36,1082802.04
DEZ,4484.0,1280.0,1513677.0,12038,0.0,0.0,0.0,31.0,147254.56,106675.2,0.0,2144.27,0.0,0.0,227051.55,1805.7,560060.49,7102.42,1052094.19
TOTAIS,4484.0,1555.0,17937513.0,131399,0.0,244.0,531.0,965.0,1687647.6,875070.0,59508.579999999994,389911.29000000004,0.0,67505.4,2690626.9499999997,19709.850000000002,6636879.8100000005,77525.41,12504384.889999999
CTOTAL,,,18068912.0,,,,,,,,,,,,,,,,
R$TOTAL,,,,,,,,,,,,,,,,,,,12504384.889999999
DCFP,4440.0,,,,,,,,,,,,,,,,,,
DCP,,1311.0,,,,,,,,,,,,,,,,,
