Descricao,Valor
kWh fornecido (EnergyMeter kWh),18068413.0
kWh da carga (Zone kWh),16533261.0
Zone losses (Zone Losses kWh),960467.0
Perdas na linha MT (Line Losses kWh),33586.0
Perdas nos trafos (Transformer Losses kWh),926893.0
Perdas em vazio ferro (No Load Losses kWh),866627.0
Perdas em carga cobre (Transformer - NoLoad) kWh,60266.0
