MES,DMFP (kW),DMP (kW),CFP (kWh),CP (kWh),UFP (kW),UP (kW),DCFP_c (kW),DCP_c (kW),"DCFP (R$32,84)","DCP  (R$83,34)","DCFP_c (R$27,26)","DCP_c  (R$69,17)","UFP  (R$65,68)","UP   (R$166,68)","CFP (R$0,15) TUSD","CP  (R$0,15) TUSD","CFP (R$0,37) TUE","CP  (R$0,59) TUE",R$TOTAL_MES
JAN,4115.0,0.0,1499188.0,-1,0.0,0.0,0.0,0.0,135136.6,0.0,0.0,0.0,0.0,0.0,224878.2,-0.15,554699.56,-0.59,914713.62
FEV,4117.0,0.0,1546422.0,-1,0.0,0.0,0.0,0.0,135202.28,0.0,0.0,0.0,0.0,0.0,231963.3,-0.15,572176.14,-0.59,939340.98
MAR,4114.0,0.0,1660507.0,-1,0.0,0.0,0.0,0.0,135103.76,0.0,0.0,0.0,0.0,0.0,249076.05,-0.15,614387.59,-0.59,998566.66
ABR,3616.0,0.0,1275105.0,-1,0.0,0.0,444.0,0.0,118749.44,0.0,12103.44,0.0,0.0,0.0,191265.75,-0.15,471788.85,-0.59,793906.74
MAI,3588.0,0.0,1330440.0,-2,0.0,0.0,472.0,0.0,117829.92,0.0,12866.72,0.0,0.0,0.0,199566.0,-0.3,492262.8,-1.18,822523.96
JUN,4109.0,0.0,1489589.0,-2,0.0,0.0,0.0,0.0,134939.56,0.0,0.0,0.0,0.0,0.0,223438.35,-0.3,551147.93,-1.18,909524.36
JUL,4114.0,0.0,1497362.0,-2,0.0,0.0,0.0,0.0,135103.76,0.0,0.0,0.0,0.0,0.0,224604.3,-0.3,554023.94,-1.18,913730.52
AGO,3588.0,0.0,1396546.0,-1,0.0,0.0,472.0,0.0,117829.92,0.0,12866.72,0.0,0.0,0.0,209481.9,-0.15,516722.02,-0.59,856899.82
SET,3587.0,0.0,1303854.0,-2,0.0,0.0,473.0,0.0,117797.08,0.0,12893.98,0.0,0.0,0.0,195578.1,-0.3,482425.98,-1.18,808693.66
OUT,4032.0,0.0,1346049.0,-1,0.0,0.0,28.0,0.0,132410.88,0.0,763.28,0.0,0.0,0.0,201907.35,-0.15,498038.13,-0.59,833118.9
NOV,4107.0,0.0,1437113.0,-1,0.0,0.0,0.0,0.0,134873.88,0.0,0.0,0.0,0.0,0.0,215566.95,-0.15,531731.81,-0.59,882171.9
DEZ,4114.0,0.0,1456524.0,-1,0.0,0.0,0.0,0.0,135103.76,0.0,0.0,0.0,0.0,0.0,218478.6,-0.15,538913.88,-0.59,892495.5
TOTAIS,4117.0,0.0,17238699.0,-16,0.0,0.0,473.0,0.0,1550080.84,0.0,51494.14,0.0,0.0,0.0,2585804.8500000006,-2.4,6378318.63,-9.44,10565686.620000001
CTOTAL,,,17238683.0,,,,,,,,,,,,,,,,
R$TOTAL,,,,,,,,,,,,,,,,,,,10565686.620000001
DCFP,4060.0,,,,,,,,,,,,,,,,,,
DCP,,0.0,,,,,,,,,,,,,,,,,
