Descricao,Valor
kWh fornecido (EnergyMeter kWh),18043900.0
kWh da carga (Zone kWh),16530568.0
Zone losses (Zone Losses kWh),959362.0
Perdas na linha MT (Line Losses kWh),33646.0
Perdas nos trafos (Transformer Losses kWh),925724.0
Perdas em vazio ferro (No Load Losses kWh),866666.0
Perdas em carga cobre (Transformer - NoLoad) kWh,59058.0
