Mes,Posto,N_pontos_SIM18,Consumo_P_SIM18_kWh,Consumo_Q_SIM18_kVArh,DemandaMax_P_SIM18_kW,DemandaMax_Q_SIM18_kVAr,N_pontos_META
JANEIRO,FORA_PONTA,2712,1523987.22575,171936.06195,4946.36,633.6289999999999,2712
JANEIRO,PONTA,264,-2.951205499999999,17653.971975,0.209569,510.008,264
FEVEREIRO,FORA_PONTA,2448,1576283.4105,177880.85239000001,5373.24,651.444,2448
FEVEREIRO,PONTA,240,-2.999854249999999,18948.49145,0.257861,562.781,240
MARCO,FORA_PONTA,2736,1697902.86175,179114.1219,5377.41,582.533,2736
MARCO,PONTA,240,-0.9770675499999988,19301.412825,6.75195,488.254,240
ABRIL,FORA_PONTA,2640,1299085.109,116972.783775,4297.88,360.461,2640
ABRIL,PONTA,240,-2.037750349999999,13179.387525,0.207769,396.749,240
MAIO,FORA_PONTA,2724,1358297.7085,105788.0095,4301.98,404.594,2724
MAIO,PONTA,252,-2.7038552499999984,13216.98375,0.2596889999999999,295.2065,252
JUNHO,FORA_PONTA,2640,1529354.676375,92916.77169,4705.84,310.654,2640
JUNHO,PONTA,240,-1.979210549999999,12858.7307,0.256502,291.3849,240
JULHO,FORA_PONTA,2700,1529049.24025,83222.665245,4952.42,301.189,2700
JULHO,PONTA,276,546.98965225,12363.5679,380.356,365.731,276
AGOSTO,FORA_PONTA,2724,1428151.85125,87785.3768225,4298.450000000001,318.142,2724
AGOSTO,PONTA,252,-1.1611361249999994,13009.71121,0.225896,319.69100000000003,252
SETEMBRO,FORA_PONTA,2616,1334658.8115,96014.29825,4301.48,341.286,2616
SETEMBRO,PONTA,264,-1.4244877249999996,13752.984175,0.1975559999999999,302.233,264
OUTUBRO,FORA_PONTA,2700,1375398.607825,115155.5564125,4302.59,446.73,2700
OUTUBRO,PONTA,276,-2.11343415,15974.364825,0.220264,400.704,276
NOVEMBRO,FORA_PONTA,2652,1465169.382,133264.2293,5376.9,541.3340000000001,2652
NOVEMBRO,PONTA,228,125.018591675,16461.55515,303.096,558.166,228
DEZEMBRO,FORA_PONTA,2712,1485817.64875,149966.423275,5372.88,577.345,2712
DEZEMBRO,PONTA,264,27.4438573,19207.07405,118.6343,589.03,264
