MES,DMFP (kW),DMP (kW),CFP (kWh),CP (kWh),UFP (kW),UP (kW),DCFP_c (kW),DCP_c (kW),"DCFP (R$32,84)","DCP  (R$83,34)","DCFP_c (R$27,26)","DCP_c  (R$69,17)","UFP  (R$65,68)","UP   (R$166,68)","CFP (R$0,15) TUSD","CP  (R$0,15) TUSD","CFP (R$0,37) TUE","CP  (R$0,59) TUE",R$TOTAL_MES
JAN,4946.0,0.0,1523987.0,-3,0.0,0.0,379.0,108.0,162426.64,0.0,10331.54,7470.36,0.0,0.0,228598.05,-0.45,563875.19,-1.77,972699.56
FEV,5373.0,0.0,1576283.0,-3,0.0,0.0,0.0,108.0,176449.32,0.0,0.0,7470.36,0.0,0.0,236442.45,-0.45,583224.71,-1.77,1003584.62
MAR,5377.0,7.0,1697903.0,-1,0.0,0.0,0.0,101.0,176580.68,583.38,0.0,6986.17,0.0,0.0,254685.45,-0.15,628224.11,-0.59,1067059.05
ABR,4298.0,0.0,1299085.0,-2,0.0,0.0,1027.0,108.0,141146.32,0.0,27996.02,7470.36,0.0,0.0,194862.75,-0.3,480661.45,-1.18,852135.42
MAI,4302.0,0.0,1358298.0,-3,0.0,0.0,1023.0,108.0,141277.68,0.0,27886.98,7470.36,0.0,0.0,203744.7,-0.45,502570.26,-1.77,882947.76
JUN,4706.0,0.0,1529355.0,-2,0.0,0.0,619.0,108.0,154545.04,0.0,16873.94,7470.36,0.0,0.0,229403.25,-0.3,565861.35,-1.18,974152.46
JUL,4952.0,380.0,1529049.0,547,0.0,272.0,373.0,0.0,162623.68,31669.2,10167.98,0.0,0.0,45336.96,229357.35,82.05,565748.13,322.73,1045308.08
AGO,4298.0,0.0,1428152.0,-1,0.0,0.0,1027.0,108.0,141146.32,0.0,27996.02,7470.36,0.0,0.0,214222.8,-0.15,528416.24,-0.59,919251.0
SET,4301.0,0.0,1334659.0,-1,0.0,0.0,1024.0,108.0,141244.84,0.0,27914.24,7470.36,0.0,0.0,200198.85,-0.15,493823.83,-0.59,870651.38
OUT,4303.0,0.0,1375399.0,-2,0.0,0.0,1022.0,108.0,141310.52,0.0,27859.72,7470.36,0.0,0.0,206309.85,-0.3,508897.63,-1.18,891846.6
NOV,5377.0,303.0,1465169.0,125,0.0,195.0,0.0,0.0,176580.68,25252.02,0.0,0.0,0.0,32502.6,219775.35,18.75,542112.53,73.75,996315.68
DEZ,5373.0,119.0,1485818.0,27,0.0,11.0,0.0,0.0,176449.32,9917.46,0.0,0.0,0.0,1833.48,222872.7,4.05,549752.66,15.93,960845.6
TOTAIS,5377.0,380.0,17603157.0,681,0.0,272.0,1027.0,108.0,1891781.04,67422.06,177026.44,66749.05,0.0,79673.04,2640473.5500000003,102.14999999999999,6513168.09,401.7900000000001,11436797.209999999
CTOTAL,,,17603838.0,,,,,,,,,,,,,,,,
R$TOTAL,,,,,,,,,,,,,,,,,,,11436797.209999999
DCFP,5325.0,,,,,,,,,,,,,,,,,,
DCP,,108.0,,,,,,,,,,,,,,,,,
KW_TARGET_FP,5325.0,,,,,,,,,,,,,,,,,,
KW_TARGET_LOW_FP,4260.0,,,,,,,,,,,,,,,,,,
