Descricao,Valor
kWh fornecido (EnergyMeter kWh),15967615.0
kWh da carga (Zone kWh),14862819.0
Zone losses (Zone Losses kWh),883189.0
Perdas na linha MT (Line Losses kWh),25116.0
Perdas nos trafos (Transformer Losses kWh),858070.0
Perdas em vazio ferro (No Load Losses kWh),820622.0
Perdas em carga cobre (Transformer - NoLoad) kWh,37448.0
