Mes,Posto,N_pontos_SIM19,Consumo_P_SIM19_kWh,Consumo_Q_SIM19_kVArh,DemandaMax_P_SIM19_kW,DemandaMax_Q_SIM19_kVAr,N_pontos_META
JANEIRO,FORA_PONTA,2712,1588805.5735,189266.54205,5157.18,679.348,2712
JANEIRO,PONTA,264,-3.988583299999999,18976.712325,0.187305,534.171,264
FEVEREIRO,FORA_PONTA,2448,1644463.155,194606.3830601725,5589.8,697.692,2448
FEVEREIRO,PONTA,240,-3.4757704749999987,20134.6775,0.2712329999999999,587.222,240
MARCO,FORA_PONTA,2736,1770686.28175,196868.956775,5598.66,623.538,2736
MARCO,PONTA,240,-3.051825824999999,20349.71615,0.2240709999999999,503.884,240
ABRIL,FORA_PONTA,2640,1354231.92525,131608.433725,4477.49,391.636,2640
ABRIL,PONTA,240,-2.657607324999999,14175.163475,0.2031269999999999,417.074,240
MAIO,FORA_PONTA,2724,1417888.27025,120312.107425,4482.5,438.57,2724
MAIO,PONTA,252,-3.618040949999999,14179.433875,0.2386899999999999,314.563,252
JUNHO,FORA_PONTA,2640,1595293.93745,106695.0389725,4906.07,322.759,2640
JUNHO,PONTA,240,-2.0854832249999986,13608.7254,0.275812,304.071,240
JULHO,FORA_PONTA,2700,1593943.73075,96645.985825,5163.16,311.995,2700
JULHO,PONTA,276,224.167971075,13331.0403,247.289,387.168,276
AGOSTO,FORA_PONTA,2724,1490062.8445000001,101572.351625,4484.0,327.931,2724
AGOSTO,PONTA,252,-1.8170795999999991,13925.982125,0.204462,336.751,252
SETEMBRO,FORA_PONTA,2616,1392351.1905,109646.72745,4482.23,358.339,2616
SETEMBRO,PONTA,264,-2.445025924999999,14804.4232,0.200301,318.999,264
OUTUBRO,FORA_PONTA,2700,1434352.066275,129858.161135,4483.9400000000005,483.217,2700
OUTUBRO,PONTA,276,-3.010756524999999,17148.004525,0.200643,422.169,276
NOVEMBRO,FORA_PONTA,2652,1528494.6905,148734.530325,5580.1900000000005,581.975,2652
NOVEMBRO,PONTA,228,46.731004975000005,17451.6033,167.88920000000002,588.511,228
DEZEMBRO,FORA_PONTA,2712,1549278.07125,166344.545525,5588.69,620.26,2712
DEZEMBRO,PONTA,264,-3.145108849999999,20490.111875,0.1986919999999999,617.8919999999999,264
