Descricao,Valor
kWh fornecido (EnergyMeter kWh),18359342.0
kWh da carga (Zone kWh),16539226.0
Zone losses (Zone Losses kWh),1009323.0
Perdas na linha MT (Line Losses kWh),40222.0
Perdas nos trafos (Transformer Losses kWh),969093.0
Perdas em vazio ferro (No Load Losses kWh),915070.0
Perdas em carga cobre (Transformer - NoLoad) kWh,54023.0
