MES,DMFP (kW),DMP (kW),CFP (kWh),CP (kWh),UFP (kW),UP (kW),DCFP_c (kW),DCP_c (kW),"DCFP (R$32,84)","DCP  (R$83,34)","DCFP_c (R$27,26)","DCP_c  (R$69,17)","UFP  (R$65,68)","UP   (R$166,68)","CFP (R$0,15) TUSD","CP  (R$0,15) TUSD","CFP (R$0,37) TUE","CP  (R$0,59) TUE",R$TOTAL_MES
JAN,5157.0,0.0,1588806.0,-4,0.0,0.0,393.0,0.0,169355.88,0.0,10713.18,0.0,0.0,0.0,238320.9,-0.6,587858.22,-2.36,1006245.22
FEV,5590.0,0.0,1644463.0,-3,0.0,0.0,0.0,0.0,183575.6,0.0,0.0,0.0,0.0,0.0,246669.45,-0.45,608451.31,-1.77,1038694.14
MAR,5599.0,0.0,1770686.0,-3,0.0,0.0,0.0,0.0,183871.16,0.0,0.0,0.0,0.0,0.0,265602.9,-0.45,655153.82,-1.77,1104625.66
ABR,4477.0,0.0,1354232.0,-3,0.0,0.0,1073.0,0.0,147024.68,0.0,29249.98,0.0,0.0,0.0,203134.8,-0.45,501065.84,-1.77,880473.08
MAI,4482.0,0.0,1417888.0,-4,0.0,0.0,1068.0,0.0,147188.88,0.0,29113.68,0.0,0.0,0.0,212683.2,-0.6,524618.56,-2.36,913601.36
JUN,4906.0,0.0,1595294.0,-2,0.0,0.0,644.0,0.0,161113.04,0.0,17555.44,0.0,0.0,0.0,239294.1,-0.3,590258.78,-1.18,1008219.88
JUL,5163.0,247.0,1593944.0,224,0.0,247.0,387.0,0.0,169552.92,20584.98,10549.62,0.0,0.0,41169.96,239091.6,33.6,589759.28,132.16,1070874.12
AGO,4484.0,0.0,1490063.0,-2,0.0,0.0,1066.0,0.0,147254.56,0.0,29059.16,0.0,0.0,0.0,223509.45,-0.3,551323.31,-1.18,951145.0
SET,4482.0,0.0,1392351.0,-2,0.0,0.0,1068.0,0.0,147188.88,0.0,29113.68,0.0,0.0,0.0,208852.65,-0.3,515169.87,-1.18,900323.6
OUT,4484.0,0.0,1434352.0,-3,0.0,0.0,1066.0,0.0,147254.56,0.0,29059.16,0.0,0.0,0.0,215152.8,-0.45,530710.24,-1.77,922174.54
NOV,5580.0,168.0,1528495.0,47,0.0,168.0,0.0,0.0,183247.2,14001.12,0.0,0.0,0.0,28002.24,229274.25,7.05,565543.15,27.73,1020102.74
DEZ,5589.0,0.0,1549278.0,-3,0.0,0.0,0.0,0.0,183542.76,0.0,0.0,0.0,0.0,0.0,232391.7,-0.45,573232.86,-1.77,989165.1
TOTAIS,5599.0,247.0,18359852.0,242,0.0,247.0,1073.0,0.0,1970170.12,34586.1,184413.9,0.0,0.0,69172.2,2753977.8000000003,36.300000000000004,6793145.240000001,142.77999999999997,11805644.440000001
CTOTAL,,,18360094.0,,,,,,,,,,,,,,,,
R$TOTAL,,,,,,,,,,,,,,,,,,,11805644.440000001
DCFP,5550.0,,,,,,,,,,,,,,,,,,
DCP,,0.0,,,,,,,,,,,,,,,,,
