Descricao,Valor
kWh fornecido (EnergyMeter kWh),17808706.0
kWh da carga (Zone kWh),16511712.0
Zone losses (Zone Losses kWh),923909.0
Perdas na linha MT (Line Losses kWh),32124.0
Perdas nos trafos (Transformer Losses kWh),891768.0
Perdas em vazio ferro (No Load Losses kWh),842596.0
Perdas em carga cobre (Transformer - NoLoad) kWh,49172.0
