Descricao,Valor
kWh fornecido (EnergyMeter kWh),16686756.0
kWh da carga (Zone kWh),15120751.0
Zone losses (Zone Losses kWh),957130.0
Perdas na linha MT (Line Losses kWh),29374.0
Perdas nos trafos (Transformer Losses kWh),927745.0
Perdas em vazio ferro (No Load Losses kWh),868567.0
Perdas em carga cobre (Transformer - NoLoad) kWh,59178.0
