MES,DMFP (kW),DMP (kW),CFP (kWh),CP (kWh),UFP (kW),UP (kW),DCFP_c (kW),DCP_c (kW),"DCFP (R$32,84)","DCP  (R$83,34)","DCFP_c (R$27,26)","DCP_c  (R$69,17)","UFP  (R$65,68)","UP   (R$166,68)","CFP (R$0,15) TUSD","CP  (R$0,15) TUSD","CFP (R$0,37) TUE","CP  (R$0,59) TUE",R$TOTAL_MES
JAN,4708,0,1444675,-2,0.0,0.0,367.0,645.0,154610.72,0.0,10004.42,44614.65,0.0,0.0,216701.25,-0.3,534529.75,-1.18,960459.31
FEV,5411,208,1496770,172,336.0,0.0,0.0,437.0,177697.24,17334.72,0.0,30227.29,22068.48,0.0,224515.5,25.8,553804.9,101.48,1025775.41
MAR,5544,536,1609525,1546,469.0,0.0,0.0,109.0,182064.96,44670.24,0.0,7539.53,30803.92,0.0,241428.75,231.9,595524.25,912.14,1103175.69
ABR,4222,0,1230037,-1,0.0,0.0,853.0,645.0,138650.48,0.0,23252.78,44614.65,0.0,0.0,184505.55,-0.15,455113.69,-0.59,846136.41
MAI,4377,220,1286714,324,0.0,0.0,698.0,425.0,143740.68,18334.8,19027.48,29397.25,0.0,0.0,193007.1,48.6,476084.18,191.16,879831.25
JUN,4732,362,1450199,2257,0.0,0.0,343.0,283.0,155398.88,30169.08,9350.18,19575.11,0.0,0.0,217529.85,338.55,536573.63,1331.63,970266.91
JUL,5110,894,1441835,3628,0.0,249.0,0.0,0.0,167812.4,74505.96,0.0,0.0,0.0,41503.32,216275.25,544.2,533478.95,2140.52,1036260.6
AGO,4687,86,1352618,146,0.0,0.0,388.0,559.0,153921.08,7167.24,10576.88,38666.03,0.0,0.0,202892.7,21.9,500468.66,86.14,913800.63
SET,4419,0,1266082,-1,0.0,0.0,656.0,645.0,145119.96,0.0,17882.56,44614.65,0.0,0.0,189912.3,-0.15,468450.34,-0.59,865979.07
OUT,4337,10,1301440,1,0.0,0.0,738.0,635.0,142427.08,833.4,20117.88,43922.95,0.0,0.0,195216.0,0.15,481532.8,0.59,884050.85
NOV,5482,819,1387543,2140,407.0,174.0,0.0,0.0,180028.88,68255.46,0.0,0.0,26731.76,29002.32,208131.45,321.0,513390.91,1262.6,1027124.38
DEZ,5390,643,1408174,1525,315.0,0.0,0.0,2.0,177007.6,53587.62,0.0,138.34,20689.2,0.0,211226.1,228.75,521024.38,899.75,984801.74
TOTAIS,5544,894,16675612,11735,,,,,,,,,,,,,,,11497662.250000002
