MES,DMFP (kW),DMP (kW),CFP (kWh),CP (kWh),UFP (kW),UP (kW),DCFP_c (kW),DCP_c (kW),"DCFP (R$32,84)","DCP  (R$83,34)","DCFP_c (R$27,26)","DCP_c  (R$69,17)","UFP  (R$65,68)","UP   (R$166,68)","CFP (R$0,15) TUSD","CP  (R$0,15) TUSD","CFP (R$0,37) TUE","CP  (R$0,59) TUE",R$TOTAL_MES
JAN,4614,1415,1325322,55371,0.0,0.0,386.0,785.0,151523.76,117926.1,10522.36,54298.45,0.0,0.0,198798.3,8305.65,490369.14,32668.89,1064412.65
FEV,5307,1722,1371885,64560,307.0,0.0,0.0,478.0,174281.88,143511.48,0.0,33063.26,20163.76,0.0,205782.75,9684.0,507597.45,38090.4,1132174.98
MAR,5438,2045,1468594,79077,438.0,0.0,0.0,155.0,178583.92,170430.3,0.0,10721.35,28767.84,0.0,220289.1,11861.55,543379.78,46655.43,1210689.27
ABR,3501,1330,1115859,59119,0.0,0.0,1499.0,870.0,114972.84,110842.2,40862.74,60177.9,0.0,0.0,167378.85,8867.85,412867.83,34880.21,950850.42
MAI,3465,1735,1163421,67163,0.0,0.0,1535.0,465.0,113790.6,144594.9,41844.1,32164.05,0.0,0.0,174513.15,10074.45,430465.77,39626.17,987073.19
JUN,4389,1875,1311629,79059,0.0,0.0,611.0,325.0,144134.76,156262.5,16655.86,22480.25,0.0,0.0,196744.35,11858.85,485302.73,46644.81,1080084.11
JUL,4621,2399,1308058,74287,0.0,199.0,379.0,0.0,151753.64,199932.66,10331.54,0.0,0.0,33169.32,196208.7,11143.05,483981.46,43829.33,1130349.7
AGO,3468,1602,1223313,70422,0.0,0.0,1532.0,598.0,113889.12,133510.68,41762.32,41363.66,0.0,0.0,183496.95,10563.3,452625.81,41548.98,1018760.82
SET,3105,1310,1140731,66373,0.0,0.0,1895.0,890.0,101968.2,109175.4,51657.7,61561.3,0.0,0.0,171109.65,9955.95,422070.47,39160.07,966658.74
OUT,3910,1527,1175724,68442,0.0,0.0,1090.0,673.0,128404.4,127260.18,29713.4,46551.41,0.0,0.0,176358.6,10266.3,435017.88,40380.78,993952.95
NOV,5377,2324,1263057,67928,377.0,124.0,0.0,0.0,176580.68,193682.16,0.0,0.0,24761.36,20668.32,189458.55,10189.2,467331.09,40077.52,1122748.88
DEZ,5286,2151,1285533,63356,286.0,0.0,0.0,49.0,173592.24,179264.34,0.0,3389.33,18784.48,0.0,192829.95,9503.4,475647.21,37380.04,1090390.99
TOTAIS,5438,2399,15153126,815157,,,,,,,,,,,,,,,12748146.700000001
