Mes,Posto,N_pontos_SIM2,Consumo_P_SIM2_kWh,Consumo_Q_SIM2_kVArh,DemandaMax_P_SIM2_kW,DemandaMax_Q_SIM2_kVAr,N_pontos_SIM9,Consumo_P_SIM9_kWh,Consumo_Q_SIM9_kVArh,DemandaMax_P_SIM9_kW,DemandaMax_Q_SIM9_kVAr,N_pontos_META
JANEIRO,FORA_PONTA,2712,1247986.03125,111081.57335,4601.09,531.024,2712,1325321.68675,125383.621375,4613.73,545.44,2712
JANEIRO,PONTA,264,106519.01625,8881.22425,2189.518,323.368,264,55371.4705,12680.442125,1414.515,380.916,264
FEVEREIRO,FORA_PONTA,2448,1302918.6935,121155.239031,5293.83,548.232,2448,1371885.1125,134001.1922675,5306.88,562.582,2448
FEVEREIRO,PONTA,240,111067.2575,9884.754675,2497.443,360.838,240,64560.11525,13331.861575,1721.942,418.188,240
MARCO,FORA_PONTA,2736,1398718.94925,117092.46215,5424.81,479.288,2736,1468593.778,130998.889,5437.74,493.503,2736
MARCO,PONTA,240,125599.891,9179.0273,2821.215,246.9417,240,79077.4965,12614.81855,2045.247,303.733,240
ABRIL,FORA_PONTA,2640,1046336.75975,61263.5519619,3488.3900000000003,276.1418,2640,1115858.68,74829.710004875,3501.13,290.6703,2640
ABRIL,PONTA,240,105623.26225,4871.96111,2105.641,223.8575,240,59118.533,8321.3199,1330.4009999999998,281.2774,240
MAIO,FORA_PONTA,2724,1089969.021,48919.905416855,3452.44,318.556,2724,1163420.7625,63027.19267,3465.16,333.017,2724
MAIO,PONTA,252,115993.521,4187.1933913,2510.263,148.8718,252,67163.41575,7808.783425,1734.9719999999998,206.3374,252
JUNHO,FORA_PONTA,2640,1242724.09375,38102.155019485,4376.42,208.0672,2640,1311628.825325,51620.0314675,4389.14,222.415,2640
JUNHO,PONTA,240,125569.913,3151.4850875,2650.217,106.1559,240,79059.20625,6595.862975,1874.651,163.3927,240
JULHO,FORA_PONTA,2700,1229188.7010000001,27148.2271470175,4607.84,195.1465,2700,1308057.58875,41501.033896645,4620.56,209.4916,2700
JULHO,PONTA,276,127765.63075,2482.835064725,3175.17,134.29919999999998,276,74287.3325,6450.4009,2399.424,191.4189,276
AGOSTO,FORA_PONTA,2724,1150062.316,31955.9060229875,3455.62,185.3492,2724,1223313.149,46054.14748805,3468.34,199.8395,2724
AGOSTO,PONTA,252,119110.506175,3766.06350575,2377.106,174.1023,252,70421.59642775,7376.2643925,1601.8359999999998,231.7918,252
SETEMBRO,FORA_PONTA,2616,1065787.183,41289.61118589175,3092.4700000000003,245.4364,2616,1140731.16925,55116.656245575,3105.4,260.0126,2616
SETEMBRO,PONTA,264,117526.443,4590.8948225,2085.462,145.6909,264,66373.3905,8386.61385,1310.101,203.2826,264
OUTUBRO,FORA_PONTA,2700,1096837.493225,57517.6741775,3897.04,357.192,2700,1175723.804725,71884.1941825,3909.95,371.664,2700
OUTUBRO,PONTA,276,121921.60075,6324.1117525,2302.502,234.2899,276,68442.019,10291.509075,1527.114,291.8044,276
NOVEMBRO,FORA_PONTA,2652,1195910.83625,76081.170921425,5363.5,442.332,2652,1263056.5277500001,89537.7883675,5376.57,456.6479999999999,2652
NOVEMBRO,PONTA,228,112115.74475,7458.345525,3100.21,313.14500000000004,228,67928.04325,10728.975825,2324.388,370.075,228
DEZEMBRO,FORA_PONTA,2712,1210240.697,90455.0494375,5272.67,478.684,2712,1285533.25975,104635.153525,5285.61,493.21,2712
DEZEMBRO,PONTA,264,114506.35875,9707.184525,2926.615,342.048,264,63356.026,13505.07025,2150.876,399.068,264
