Hora_decimal,P fase A,P fase B,P fase C,Q fase A,Q fase B,Q fase C
6552.0,9.05,6.87,6.74,6.22,2.88,3.92
6552.25,10.4,7.92,7.61,5.71,2.34,2.86
6552.5,12.2,8.49,7.1,6.08,1.75,2.36
6552.75,12.4,9.83,10.1,6.98,2.89,3.56
6553.0,14.1,9.6,9.74,5.35,2.15,2.55
6553.25,14.4,8.29,10.7,4.68,1.49,2.85
6553.5,12.5,8.33,11.0,4.92,1.54,3.03
6553.75,12.5,10.0,11.0,5.98,2.45,2.32
6554.0,12.8,10.1,10.7,6.12,2.56,2.41
6554.25,12.3,9.82,11.9,6.07,2.13,3.1
6554.5,21.1,17.7,18.8,5.27,1.6,2.91
6554.75,25.2,22.6,24.0,7.47,4.3,5.04
6555.0,30.9,28.4,30.2,11.9,8.64,9.18
6555.25,22.4,20.3,21.7,11.9,8.63,9.25
6555.5,17.2,14.2,16.3,11.8,7.75,8.54
6555.75,17.3,14.7,15.4,13.0,8.11,8.7
6556.0,15.5,13.8,13.0,12.8,8.19,8.12
6556.25,19.7,22.6,17.1,12.9,8.47,9.34
6556.5,19.3,21.6,14.7,12.7,8.56,9.06
6556.75,18.2,20.4,15.9,12.4,7.94,8.46
6557.0,19.8,18.0,15.7,11.0,6.38,7.73
6557.25,18.0,16.0,13.1,10.0,6.13,7.21
6557.5,15.7,17.9,13.1,11.1,7.41,7.49
6557.75,15.2,15.4,12.0,11.2,7.16,7.14
6558.0,16.4,18.1,12.9,11.0,6.66,7.29
6558.25,15.7,16.0,15.2,10.8,6.5,7.97
6558.5,16.7,17.6,14.1,12.0,7.85,9.04
6558.75,20.4,20.9,22.2,12.5,8.15,9.59
6559.0,20.5,23.7,18.8,12.0,7.77,9.1
6559.25,31.7,32.6,29.4,12.6,8.69,9.85
6559.5,35.0,38.0,33.7,12.3,8.52,9.68
6559.75,42.5,44.2,39.6,13.5,9.79,10.5
6560.0,44.9,46.9,41.8,16.1,11.4,12.3
6560.25,46.5,49.4,45.4,16.2,12.3,13.4
6560.5,45.4,49.9,43.9,15.4,12.2,12.9
6560.75,47.0,51.8,42.6,14.3,11.1,12.6
6561.0,48.4,48.4,40.0,14.3,10.1,11.9
6561.25,45.0,50.1,40.5,14.5,10.5,11.9
6561.5,54.2,60.4,53.5,15.2,11.1,12.5
6561.75,65.6,73.4,68.3,14.7,10.3,13.4
6562.0,52.9,60.5,52.0,15.0,9.65,13.0
6562.25,38.3,42.7,39.2,15.8,10.2,13.5
6562.5,33.6,39.5,35.6,16.0,10.8,13.1
6562.75,44.0,49.2,42.3,16.4,11.5,13.9
6563.0,57.2,62.7,50.8,17.3,12.0,14.7
6563.25,52.7,58.1,47.4,17.3,12.2,14.9
6563.5,53.3,59.5,50.3,16.7,12.2,14.5
6563.75,52.9,58.7,54.2,17.5,12.9,15.8
6564.0,54.0,60.9,57.5,17.0,12.8,16.0
6564.25,61.1,66.5,64.5,18.2,13.3,16.2
6564.5,61.0,64.1,57.7,18.8,13.4,15.6
6564.75,60.1,62.0,55.3,17.4,12.2,14.6
6565.0,56.9,58.2,49.4,16.5,11.9,14.1
6565.25,49.1,51.8,46.0,16.8,12.3,14.3
6565.5,40.2,41.9,36.0,15.6,11.2,13.2
6565.75,33.7,34.6,29.6,15.9,12.1,13.2
6566.0,35.8,39.2,33.2,16.1,12.2,13.6
6566.25,33.9,35.4,30.8,16.8,12.4,13.9
6566.5,28.3,32.3,26.2,14.8,11.0,11.9
6566.75,21.3,23.2,17.0,14.1,10.5,11.1
6567.0,22.8,26.9,19.8,15.2,11.7,12.8
6567.25,33.3,35.6,30.7,14.5,11.9,12.7
6567.5,34.2,37.4,35.6,14.3,10.7,12.5
6567.75,32.8,34.0,31.1,16.5,11.8,13.2
6568.0,33.6,32.4,28.5,15.2,10.4,11.9
6568.25,38.8,36.2,30.3,14.7,9.97,11.5
6568.5,35.7,31.3,21.9,14.4,8.93,10.6
6568.75,39.6,34.1,26.4,14.1,9.23,10.4
6569.0,35.2,31.1,25.3,16.2,10.4,10.9
6569.25,29.0,24.9,19.9,15.5,10.7,11.3
6569.5,32.3,29.4,23.6,16.9,11.9,12.5
6569.75,31.8,36.5,26.7,17.2,11.7,13.7
6570.0,36.7,40.5,35.0,14.7,9.16,10.4
6570.25,35.9,38.2,32.1,11.0,6.15,6.88
6570.5,35.0,36.1,33.7,10.2,6.04,7.0
6570.75,36.1,41.9,30.6,10.5,6.16,7.49
6571.0,36.4,38.5,31.0,10.2,6.12,6.54
6571.25,34.3,36.0,33.8,10.3,5.97,6.97
6571.5,32.7,32.6,30.6,9.38,5.08,6.49
6571.75,31.9,34.1,30.8,9.47,5.19,6.4
6572.0,25.3,22.5,22.8,7.3,3.73,4.47
6572.25,12.3,7.43,12.2,5.82,2.03,3.41
6572.5,12.9,8.12,10.1,5.04,0.982,2.11
6572.75,9.83,11.9,7.46,5.25,1.6,1.88
6573.0,10.7,8.81,9.23,7.37,3.63,3.71
6573.25,9.34,7.2,8.6,6.37,2.81,3.76
6573.5,9.53,7.04,6.72,6.68,3.04,4.11
6573.75,9.19,8.52,6.3,6.43,3.35,3.67
6574.0,9.03,8.46,7.01,6.29,3.09,3.82
6574.25,9.13,6.38,6.25,6.69,3.01,3.56
6574.5,8.83,5.98,6.15,6.28,2.81,3.8
6574.75,9.35,6.69,7.0,6.75,3.3,4.1
6575.0,7.87,5.21,5.03,5.66,2.23,2.67
6575.25,7.57,5.36,5.5,5.71,2.55,3.04
6575.5,7.96,5.57,6.48,5.89,2.8,3.82
6575.75,8.57,5.83,6.03,5.95,3.03,3.34
6576.0,10.7,6.73,5.88,5.5,1.87,2.57
6576.25,14.2,8.04,7.26,4.11,0.207,1.49
6576.5,14.3,9.71,9.1,6.29,1.49,1.85
6576.75,12.9,10.3,10.3,6.74,2.77,3.13
6577.0,12.5,9.84,9.67,6.04,2.12,2.99
6577.25,13.8,11.5,11.1,7.41,3.55,4.59
6577.5,13.8,10.9,11.4,7.99,3.69,4.54
6577.75,15.9,13.3,12.2,13.1,8.43,8.39
6578.0,16.9,14.2,13.0,13.9,9.22,9.25
6578.25,16.6,13.8,13.3,13.2,8.74,8.96
6578.5,17.4,14.9,13.3,14.0,8.67,8.69
6578.75,15.9,14.1,12.6,12.6,7.99,8.31
6579.0,16.2,14.4,13.5,12.8,8.18,8.75
6579.25,16.6,14.5,13.0,13.1,8.41,8.82
6579.5,16.7,13.9,13.0,12.4,7.37,7.87
6579.75,16.8,13.4,12.5,11.8,6.31,7.68
6580.0,25.1,23.0,18.3,13.0,7.98,8.68
6580.25,24.3,25.1,19.0,12.7,8.29,9.07
6580.5,20.5,24.9,18.9,13.4,9.67,9.64
6580.75,22.0,24.4,19.7,14.4,9.48,9.95
6581.0,20.5,21.4,18.2,13.4,8.91,9.34
6581.25,17.7,18.4,13.3,12.3,8.33,8.89
6581.5,15.5,16.5,13.0,11.6,7.94,8.18
6581.75,17.3,18.1,14.6,12.3,8.46,8.64
6582.0,16.6,16.6,13.4,12.0,8.28,8.29
6582.25,15.4,16.6,15.3,11.9,7.8,9.06
6582.5,18.9,19.0,17.6,12.3,8.31,9.72
6582.75,18.7,19.5,17.3,12.6,8.11,9.97
6583.0,26.5,26.4,27.9,12.6,8.36,10.4
6583.25,30.3,31.2,34.5,12.4,8.56,10.6
6583.5,30.7,31.9,32.6,10.9,7.0,8.86
6583.75,35.4,34.3,31.5,12.2,8.67,10.2
6584.0,33.5,31.4,27.9,11.8,7.9,8.33
6584.25,32.1,39.0,34.2,13.5,9.26,10.0
6584.5,35.3,40.7,39.3,14.2,9.98,11.2
6584.75,34.3,39.0,35.2,12.7,9.2,10.1
6585.0,41.3,44.0,41.7,13.6,10.1,11.0
6585.25,33.7,34.9,32.8,13.6,10.1,11.4
6585.5,32.5,30.8,37.8,12.9,9.22,11.0
6585.75,25.3,30.2,26.9,12.9,9.59,11.3
6586.0,23.0,24.1,18.7,12.0,7.97,9.88
6586.25,22.5,24.1,21.5,12.5,8.46,10.5
6586.5,26.1,24.8,28.6,13.2,8.91,10.8
6586.75,37.5,35.7,36.0,13.6,9.34,10.7
6587.0,40.1,43.9,41.4,13.6,9.77,11.2
6587.25,40.3,42.3,40.4,14.7,10.8,12.1
6587.5,43.2,43.0,39.3,14.4,10.6,11.5
6587.75,41.7,41.6,39.7,14.2,10.5,10.9
6588.0,43.8,45.8,47.4,14.9,11.1,11.8
6588.25,43.2,43.8,47.2,14.7,11.7,13.0
6588.5,45.8,45.4,47.1,16.3,12.3,13.3
6588.75,42.5,45.5,42.4,16.2,12.6,12.9
6589.0,42.2,41.4,39.1,15.1,11.6,12.2
6589.25,39.3,38.8,36.7,15.3,11.2,12.8
6589.5,35.9,36.0,34.7,13.9,10.6,11.7
6589.75,34.6,35.2,33.6,13.8,10.9,11.6
6590.0,30.7,30.5,29.9,13.0,10.0,10.9
6590.25,29.7,30.7,28.1,13.3,9.64,11.1
6590.5,27.1,30.7,28.6,11.9,8.64,9.7
6590.75,24.7,28.5,25.6,11.5,8.72,9.32
6591.0,26.1,30.1,27.6,12.4,9.11,10.1
6591.25,25.0,26.3,23.5,12.5,9.04,10.1
6591.5,25.3,23.0,18.4,11.6,7.68,8.12
6591.75,25.0,23.2,18.2,12.5,8.03,8.64
6592.0,29.0,28.1,20.2,13.6,9.18,10.6
6592.25,24.7,30.3,19.1,12.9,8.19,9.95
6592.5,25.5,26.3,18.4,13.0,7.99,9.49
6592.75,24.3,25.4,16.2,11.6,7.22,8.06
6593.0,22.3,25.1,17.5,11.9,7.34,9.04
6593.25,28.0,29.1,19.9,12.9,8.07,9.3
6593.5,32.3,32.6,26.6,13.9,9.02,10.3
6593.75,34.1,38.0,30.9,13.7,9.24,10.7
6594.0,37.4,37.5,33.4,10.9,5.8,8.08
6594.25,37.0,39.4,36.4,11.1,5.96,8.19
6594.5,37.0,38.9,34.2,10.9,6.21,7.95
6594.75,38.7,40.3,35.6,11.8,6.65,8.38
6595.0,36.5,45.0,34.1,11.3,6.25,7.96
6595.25,38.8,36.3,32.5,10.4,5.44,6.64
6595.5,38.0,38.3,30.0,9.82,4.95,5.87
6595.75,33.8,32.8,29.2,10.2,5.45,6.82
6596.0,25.7,21.3,22.2,6.51,2.95,3.87
6596.25,11.0,8.14,7.76,6.15,2.66,3.31
6596.5,9.98,6.99,7.57,6.02,2.54,3.57
6596.75,11.1,7.71,9.23,6.67,3.39,4.28
6597.0,10.5,7.07,8.17,6.05,3.1,3.7
6597.25,9.49,8.77,11.5,6.01,2.54,3.4
6597.5,9.53,6.43,7.47,5.69,2.1,3.28
6597.75,11.1,7.68,11.0,6.33,2.52,3.78
6598.0,9.34,6.28,11.7,5.65,2.35,3.47
6598.25,10.9,7.11,10.3,6.96,3.45,4.45
6598.5,9.74,6.11,7.56,6.15,2.71,3.74
6598.75,9.34,6.15,7.79,6.37,2.8,3.62
6599.0,12.1,5.61,6.68,6.26,2.57,2.77
6599.25,11.7,4.03,6.23,5.27,1.61,2.48
6599.5,9.61,5.02,6.71,5.34,1.83,2.83
6599.75,8.96,5.69,7.07,5.86,2.6,3.21
6600.0,9.72,6.47,8.21,6.3,3.04,4.02
6600.25,10.6,7.54,9.23,5.41,2.49,3.24
