Hora_decimal,P fase A,P fase B,P fase C,Q fase A,Q fase B,Q fase C
6552.0,0.339,0.462,1.71,-0.11,0.12,-0.36
6552.25,0.325,0.468,1.48,-0.087,0.12,-0.32
6552.5,0.31,0.507,1.56,-0.078,0.118,-0.21
6552.75,0.344,0.464,1.67,-0.034,0.109,-0.11
6553.0,0.365,0.461,1.58,-0.0037,0.11,-0.41
6553.25,0.363,0.461,1.54,0.0109,0.111,-0.083
6553.5,0.354,0.46,1.67,0.00538,0.116,-0.26
6553.75,0.35,0.461,1.56,0.00235,0.113,-0.13
6554.0,0.354,0.466,1.58,0.011,0.116,-0.31
6554.25,0.354,0.46,1.47,0.0169,0.119,-0.16
6554.5,0.325,0.466,1.73,-0.014,0.105,-0.25
6554.75,0.338,0.511,1.47,-0.0042,0.103,-0.25
6555.0,0.281,0.461,1.63,-0.076,0.109,-0.22
6555.25,0.275,0.461,1.57,-0.085,0.11,-0.094
6555.5,0.314,0.461,1.51,-0.065,0.11,-0.49
6555.75,0.285,0.467,1.58,-0.073,0.11,0.0519
6556.0,0.275,0.461,1.79,-0.085,0.11,-0.15
6556.25,0.286,0.464,1.28,-0.071,0.109,-0.42
6556.5,0.266,0.462,1.74,-0.096,0.11,-0.21
6556.75,0.287,0.463,1.58,-0.073,0.109,-0.11
6557.0,0.283,0.471,1.64,-0.077,0.105,-0.39
6557.25,0.329,0.491,1.48,-0.03,0.1,-0.14
6557.5,0.367,0.462,1.72,0.00955,0.1,-0.24
6557.75,0.347,0.462,1.44,-0.001,0.1,-0.22
6558.0,0.357,0.462,1.84,0.0123,0.1,-0.2
6558.25,0.296,0.461,1.45,0.0243,0.0995,-0.26
6558.5,0.672,0.526,1.7,-0.074,0.0824,-0.44
6558.75,0.881,0.564,2.07,-0.11,0.0774,-0.16
6559.0,1.22,0.763,2.1,-0.16,0.0276,-0.16
6559.25,1.25,1.03,1.73,-0.16,-0.037,-0.47
6559.5,1.27,0.917,3.08,-0.17,0.00766,-0.29
6559.75,1.38,1.76,2.57,-0.3,-0.065,-0.2
6560.0,1.79,1.61,2.29,-0.33,-0.11,-0.36
6560.25,2.0,2.09,2.66,-0.36,-0.13,-0.27
6560.5,2.02,2.61,2.64,-0.37,-0.1,-0.28
6560.75,2.19,2.21,2.69,-0.38,-0.11,-0.43
6561.0,2.26,1.97,2.89,-0.4,-0.093,-0.34
6561.25,2.32,1.9,2.65,-0.4,-0.042,-0.42
6561.5,2.32,2.08,2.62,-0.42,-0.034,-0.53
6561.75,2.71,2.1,2.96,-0.43,-0.14,-0.18
6562.0,2.98,4.51,3.19,-0.33,-0.26,-0.1
6562.25,2.91,3.16,2.58,-0.31,-0.22,-0.37
6562.5,2.88,3.21,3.65,-0.32,-0.21,-0.13
6562.75,2.84,3.21,2.97,-0.32,-0.23,-0.28
6563.0,3.06,3.07,2.96,-0.34,-0.27,-0.25
6563.25,2.91,3.25,2.62,-0.35,-0.29,-0.073
6563.5,2.93,2.86,2.3,-0.34,-0.26,-0.3
6563.75,2.98,2.34,2.18,-0.33,-0.17,-0.22
6564.0,2.9,1.78,2.49,-0.29,-0.07,-0.078
6564.25,2.58,1.88,1.94,-0.29,-0.061,-0.37
6564.5,2.45,1.98,1.91,-0.29,-0.051,-0.38
6564.75,2.29,1.91,2.09,-0.27,-0.031,-0.2
6565.0,2.56,2.98,2.42,-0.36,-0.067,-0.16
6565.25,2.98,3.04,2.37,-0.33,-0.013,-0.3
6565.5,2.57,3.21,2.22,-0.35,-0.11,-0.28
6565.75,2.72,4.17,2.89,-0.37,-0.2,0.0108
6566.0,2.37,4.32,3.11,-0.3,-0.32,-0.028
6566.25,2.21,4.33,3.19,-0.31,-0.31,-0.39
6566.5,2.22,3.72,4.23,-0.25,-0.24,-0.34
6566.75,2.26,3.78,3.66,-0.22,-0.24,-0.19
6567.0,2.3,3.98,3.79,-0.21,-0.26,-0.33
6567.25,2.56,4.25,4.4,-0.24,-0.25,0.0375
6567.5,2.64,3.91,3.68,-0.24,-0.25,-0.37
6567.75,2.64,4.02,3.08,-0.24,-0.27,0.24
6568.0,2.64,4.94,4.21,-0.28,-0.3,-0.36
6568.25,3.15,4.71,3.97,-0.36,-0.29,-0.46
6568.5,2.64,4.47,3.89,-0.27,-0.15,-0.34
6568.75,2.37,4.05,3.25,-0.23,-0.24,-0.31
6569.0,2.1,3.75,2.72,-0.19,-0.22,-0.27
6569.25,2.01,3.18,2.9,-0.19,-0.2,-0.23
6569.5,1.95,2.83,3.11,-0.24,-0.18,-0.22
6569.75,1.64,2.27,1.59,-0.21,-0.11,-0.27
6570.0,1.2,1.5,1.48,-0.2,-0.042,-0.24
6570.25,1.11,0.936,1.4,-0.19,0.06,-0.18
6570.5,1.08,0.686,1.08,-0.2,0.09,-0.22
6570.75,0.697,0.462,1.04,-0.12,0.112,-0.21
6571.0,0.319,0.462,0.987,-0.043,0.11,-0.12
6571.25,0.319,0.468,0.902,-0.033,0.126,-0.21
6571.5,0.302,0.47,0.972,-0.05,0.138,-0.16
6571.75,0.313,0.471,0.996,-0.037,0.14,-0.049
6572.0,0.381,0.473,1.0,0.0174,0.14,-0.13
6572.25,0.415,0.474,0.847,0.06,0.14,-0.25
6572.5,0.405,0.487,1.02,0.0535,0.144,-0.069
6572.75,0.407,0.505,1.1,0.0617,0.155,-0.027
6573.0,0.401,0.482,0.848,0.0584,0.159,-0.26
6573.25,0.392,0.48,1.03,0.0491,0.157,-0.077
6573.5,0.396,0.481,1.05,0.0556,0.152,-0.023
6573.75,0.412,0.48,0.852,0.0482,0.16,-0.22
6574.0,0.336,0.482,0.985,-0.012,0.16,-0.14
6574.25,0.321,0.482,0.944,-0.031,0.161,-0.14
6574.5,0.325,0.481,0.865,-0.03,0.161,-0.24
6574.75,0.324,0.5,0.98,-0.036,0.15,-0.1
6575.0,0.339,0.497,0.97,-0.017,0.148,-0.11
6575.25,0.378,0.471,0.898,-0.021,0.133,-0.17
6575.5,0.321,0.472,0.793,-0.039,0.133,-0.27
6575.75,0.32,0.475,1.01,-0.042,0.132,-0.081
6576.0,0.406,0.483,1.02,0.0351,0.14,-0.064
6576.25,0.417,0.481,0.831,0.0565,0.14,-0.34
6576.5,0.398,0.475,1.0,0.0376,0.134,-0.12
6576.75,0.408,0.473,1.07,0.0515,0.133,-0.026
6577.0,0.406,0.5,0.978,0.0545,0.141,-0.089
6577.25,0.406,0.498,0.939,0.0544,0.148,-0.2
6577.5,0.398,0.482,0.988,0.0455,0.147,-0.1
6577.75,0.411,0.482,0.988,0.0616,0.146,-0.12
6578.0,0.35,0.483,0.97,-0.016,0.15,-0.14
6578.25,0.34,0.48,0.932,-0.026,0.14,-0.17
6578.5,0.353,0.481,0.945,-0.035,0.14,-0.15
6578.75,0.319,0.48,0.796,-0.049,0.14,-0.27
6579.0,0.338,0.481,1.03,-0.028,0.14,-0.13
6579.25,0.331,0.485,1.02,-0.036,0.14,-0.11
6579.5,0.334,0.509,0.897,-0.038,0.14,-0.27
6579.75,0.337,0.481,0.918,-0.034,0.14,-0.17
6580.0,0.336,0.482,1.06,-0.031,0.141,-0.034
6580.25,0.336,0.48,0.921,-0.034,0.147,-0.16
6580.5,0.377,0.481,0.911,0.00212,0.15,-0.24
6580.75,0.426,0.481,0.927,0.0469,0.15,-0.2
6581.0,0.419,0.48,1.11,0.0493,0.148,0.0409
6581.25,0.42,0.48,0.916,0.0581,0.147,-0.22
6581.5,0.403,0.48,0.864,0.0419,0.143,-0.2
6581.75,0.426,0.518,1.08,0.0553,0.14,0.0144
6582.0,0.403,0.478,0.985,0.0494,0.14,-0.061
6582.25,0.278,0.479,0.771,0.00837,0.14,-0.34
6582.5,0.636,0.476,1.04,-0.12,0.138,-0.083
6582.75,1.1,0.479,0.966,-0.21,0.128,-0.12
6583.0,1.36,0.713,1.03,-0.26,0.071,-0.25
6583.25,1.49,1.23,1.7,-0.25,-0.0092,-0.21
6583.5,1.67,1.43,1.77,-0.31,-0.029,-0.18
6583.75,2.01,1.96,2.37,-0.33,-0.038,-0.4
6584.0,2.69,2.4,2.93,-0.34,-0.099,-0.28
6584.25,3.43,3.18,3.33,-0.35,-0.098,-0.28
6584.5,3.46,2.93,3.07,-0.38,-0.12,-0.47
6584.75,3.45,2.98,3.0,-0.38,-0.15,-0.59
6585.0,3.24,4.63,3.38,-0.37,-0.2,-0.044
6585.25,3.35,3.89,3.31,-0.37,-0.19,-0.18
6585.5,3.5,3.93,2.78,-0.41,-0.2,-0.36
6585.75,3.47,3.85,3.58,-0.38,-0.18,-0.23
6586.0,4.04,4.36,3.13,-0.39,-0.24,-0.2
6586.25,4.37,4.22,3.35,-0.41,-0.26,-0.25
6586.5,3.92,3.52,2.81,-0.43,-0.31,-0.4
6586.75,4.06,3.74,2.82,-0.42,-0.38,-0.33
6587.0,3.87,3.26,2.38,-0.46,-0.38,0.0205
6587.25,3.81,3.22,1.75,-0.48,-0.39,-0.26
6587.5,3.81,3.2,1.79,-0.48,-0.31,-0.15
6587.75,3.69,3.04,2.12,-0.48,-0.21,-0.066
6588.0,3.66,2.69,1.97,-0.39,-0.16,-0.22
6588.25,3.58,2.26,2.1,-0.34,-0.078,-0.24
6588.5,3.21,2.52,2.49,-0.23,0.0166,-0.07
6588.75,3.6,2.96,3.31,0.114,-0.06,-0.17
6589.0,3.42,2.94,3.41,-0.34,-0.028,-0.19
6589.25,3.95,4.53,4.83,-0.038,-0.055,0.142
6589.5,4.36,5.4,4.92,-0.041,-0.14,-0.28
6589.75,5.92,5.7,5.07,-0.41,-0.23,-0.58
6590.0,6.06,7.12,4.48,-0.25,-0.22,-0.27
6590.25,5.53,6.14,3.82,-0.66,-0.22,0.0317
6590.5,5.77,7.0,3.33,-0.48,-0.025,-0.055
6590.75,5.44,7.86,3.47,-0.69,-0.055,-0.21
6591.0,6.4,8.49,3.96,-0.53,-0.2,0.00233
6591.25,6.42,8.76,4.73,-0.64,-0.25,-0.093
6591.5,6.13,6.79,4.0,-0.77,-0.36,-0.28
6591.75,6.41,4.83,3.66,-0.81,-0.39,0.117
6592.0,6.07,4.03,3.49,-0.83,-0.38,-0.18
6592.25,5.93,3.66,5.11,-0.77,-0.42,-0.13
6592.5,6.17,3.52,4.42,-0.7,-0.41,-0.35
6592.75,4.45,2.69,4.65,-0.55,-0.38,-0.56
6593.0,2.3,2.33,4.4,-0.33,-0.32,-0.26
6593.25,1.86,2.12,4.02,-0.31,-0.28,-0.35
6593.5,1.76,1.54,2.34,-0.29,-0.15,-0.27
6593.75,1.47,1.32,1.62,-0.27,-0.13,-0.18
6594.0,1.18,1.18,1.43,-0.26,-0.12,-0.33
6594.25,1.1,0.849,1.18,-0.26,-0.086,-0.37
6594.5,0.859,0.528,1.29,-0.23,-0.0035,0.0341
6594.75,0.765,0.522,1.16,-0.21,-0.014,0.0876
6595.0,0.769,0.551,0.808,-0.21,-0.0051,-0.31
6595.25,0.509,0.523,1.02,-0.13,0.0,-0.099
6595.5,0.363,0.525,1.37,-0.089,0.0,0.00348
6595.75,0.359,0.527,0.982,-0.094,0.0,-0.17
6596.0,0.382,0.529,0.875,-0.066,0.0,-0.25
6596.25,0.366,0.528,1.01,-0.08,0.0,-0.11
6596.5,0.382,0.528,0.892,-0.065,0.0,-0.2
6596.75,0.371,0.528,1.04,-0.077,0.0,-0.097
6597.0,0.371,0.574,1.34,-0.08,0.0,-0.023
6597.25,0.369,0.531,0.928,-0.08,0.0,-0.23
6597.5,0.385,0.534,0.891,-0.062,0.0,-0.23
6597.75,0.371,0.532,1.1,-0.072,0.0018,-0.017
6598.0,0.382,0.528,1.04,-0.065,0.0,-0.12
6598.25,0.377,0.529,0.87,-0.069,0.0,-0.31
6598.5,0.375,0.526,1.19,-0.073,0.0,0.111
6598.75,0.367,0.527,1.02,-0.084,0.0,-0.064
6599.0,0.379,0.568,0.85,-0.068,0.0,-0.27
6599.25,0.369,0.532,1.0,-0.075,0.0,-0.13
6599.5,0.393,0.533,1.18,-0.057,0.000204,-0.11
6599.75,0.374,0.532,1.04,-0.069,0.000513,-0.09
6600.0,0.374,0.53,0.944,-0.077,0.0,-0.16
6600.25,0.368,0.525,0.912,-0.081,0.0,-0.16
6600.5,0.371,0.524,0.931,-0.08,0.0,-0.2
6600.75,0.364,0.524,0.874,-0.084,0.0,-0.29
6601.0,0.365,0.557,1.11,-0.079,0.0,0.017
6601.25,0.384,0.522,0.91,-0.064,0.0,-0.22
6601.5,0.411,0.527,0.865,-0.12,0.00375,-0.3
6601.75,0.36,0.528,1.08,-0.12,0.02,-0.04
6602.0,0.358,0.542,1.06,-0.13,0.00549,-0.051
6602.25,0.38,0.549,0.947,-0.12,0.0,-0.17
6602.5,0.378,0.546,0.884,-0.13,0.0,-0.17
6602.75,0.377,0.543,1.11,-0.13,0.0,0.0386
6603.0,0.361,0.567,1.06,-0.12,0.0,-0.054
6603.25,0.375,0.561,0.748,-0.079,0.0,-0.35
6603.5,0.358,0.541,1.08,-0.1,0.0,-0.077
6603.75,0.366,0.539,1.09,-0.096,0.0,-0.043
6604.0,0.369,0.541,0.849,-0.083,0.0,-0.29
6604.25,0.376,0.537,1.03,-0.083,0.0,-0.046
6604.5,0.364,0.554,0.951,-0.11,0.00258,-0.14
6604.75,0.363,0.544,0.892,-0.1,0.0,-0.21
6605.0,0.364,0.547,0.988,-0.076,0.0,-0.094
6605.25,0.377,0.59,1.04,-0.1,0.0,-0.1
6605.5,0.39,0.553,0.901,-0.098,0.0,-0.24
6605.75,0.361,0.547,0.932,-0.12,0.0,-0.17
6606.0,0.369,0.545,1.09,-0.072,0.0,0.0398
6606.25,0.317,0.544,0.889,-0.075,0.0,-0.21
6606.5,0.859,0.629,1.19,-0.18,-0.036,-0.29
6606.75,1.0,0.67,1.5,-0.22,-0.045,-0.041
6607.0,1.15,0.692,1.49,-0.24,-0.052,-0.28
6607.25,1.19,0.903,3.17,-0.26,-0.098,-0.33
6607.5,1.2,0.878,1.95,-0.25,-0.079,-0.21
6607.75,1.62,1.21,1.92,-0.33,-0.19,-0.076
6608.0,1.86,1.36,2.33,-0.35,-0.24,-0.074
6608.25,1.93,1.67,2.73,-0.34,-0.26,-0.14
6608.5,2.05,1.69,2.58,-0.35,-0.18,-0.21
6608.75,2.74,1.41,3.19,-0.52,-0.1,0.118
6609.0,4.13,3.5,6.29,-0.7,-0.21,1.11
6609.25,4.86,2.89,6.06,-0.73,-0.22,0.882
6609.5,5.43,3.49,6.15,-0.77,-0.23,0.727
6609.75,6.24,3.42,4.72,-0.85,-0.2,0.662
6610.0,6.51,3.96,3.29,-0.89,-0.24,0.099
6610.25,7.15,3.56,2.98,-0.94,-0.24,-0.11
6610.5,7.04,3.47,2.54,-0.87,-0.23,-0.16
6610.75,7.25,3.64,3.62,-0.95,-0.2,0.0729
6611.0,6.76,3.51,3.21,-0.84,-0.24,-0.25
6611.25,6.34,3.59,3.35,-0.86,-0.33,-0.048
6611.5,5.34,3.66,2.92,-0.69,-0.36,-0.061
6611.75,4.12,3.62,2.8,-0.53,-0.28,-0.024
6612.0,3.54,2.87,2.3,-0.39,-0.18,-0.027
6612.25,3.33,2.62,1.64,0.0602,-0.17,-0.16
6612.5,3.4,3.87,2.14,0.268,-0.22,-0.091
6612.75,3.07,2.99,2.33,-0.086,-0.23,-0.065
6613.0,3.74,2.94,3.86,0.0854,-0.23,-0.26
6613.25,3.67,3.2,5.44,-0.47,-0.23,-0.27
6613.5,4.07,5.04,5.29,-0.32,-0.14,-0.39
6613.75,4.11,6.43,5.46,-0.47,-0.2,-0.16
6614.0,4.24,8.14,3.97,-0.42,-0.29,0.000889
6614.25,4.14,9.02,5.64,-0.41,-0.24,-0.48
6614.5,4.56,8.92,5.83,-0.34,-0.15,-0.34
6614.75,4.7,8.66,5.97,-0.29,-0.13,-0.065
6615.0,4.33,8.61,7.74,-0.34,-0.2,-0.28
6615.25,3.91,8.72,6.18,-0.33,-0.23,-0.11
6615.5,4.07,7.76,5.5,-0.33,-0.27,-0.23
6615.75,4.3,7.32,4.6,-0.36,-0.33,-0.09
6616.0,3.71,7.24,4.39,-0.34,-0.32,-0.19
6616.25,3.47,7.69,4.44,-0.31,-0.37,-0.3
6616.5,4.2,6.51,4.02,0.18,-0.24,-0.13
6616.75,4.3,4.85,3.98,0.274,-0.17,-0.25
6617.0,2.44,4.27,4.1,-0.14,-0.21,-0.12
6617.25,2.81,3.51,2.89,0.339,-0.15,-0.093
6617.5,2.36,1.74,2.67,0.082,-0.14,-0.35
6617.75,1.8,1.13,2.45,-0.15,-0.081,-0.19
6618.0,1.62,0.799,2.77,-0.18,-0.051,-0.062
6618.25,1.51,0.795,2.45,-0.17,-0.055,-0.21
6618.5,1.18,0.734,1.79,-0.15,-0.029,-0.31
6618.75,1.18,0.68,2.23,-0.18,-0.0074,-0.1
6619.0,1.06,0.625,1.37,-0.15,-0.0082,-0.012
6619.25,0.423,0.5,0.828,-0.01,0.0164,-0.21
6619.5,0.408,0.512,1.09,0.0126,0.0231,-0.24
6619.75,0.424,0.526,0.938,0.00654,0.0277,-0.041
6620.0,0.41,0.5,1.02,0.0136,0.03,0.021
6620.25,0.399,0.502,0.925,0.0078,0.03,-0.3
6620.5,0.405,0.501,0.903,0.00736,0.0294,-0.13
6620.75,0.4,0.502,0.943,0.0106,0.03,-0.075
6621.0,0.405,0.503,1.14,0.0145,0.03,-0.14
6621.25,0.402,0.503,0.886,0.0104,0.03,-0.17
6621.5,0.403,0.523,0.966,0.00816,0.0387,-0.11
6621.75,0.361,0.532,1.19,-0.043,0.04,-0.02
6622.0,0.342,0.507,0.833,-0.068,0.04,-0.21
6622.25,0.345,0.507,0.915,-0.063,0.0404,-0.13
6622.5,0.349,0.507,0.987,-0.061,0.04,-0.072
6622.75,0.426,0.505,1.09,0.0215,0.0368,-0.2
6623.0,0.404,0.503,0.846,0.00717,0.0302,-0.23
6623.25,0.411,0.502,0.988,0.0141,0.0269,-0.033
6623.5,0.391,0.518,0.886,-0.0055,0.0125,-0.18
6623.75,0.404,0.516,0.762,0.00569,0.0102,-0.22
6624.0,0.399,0.501,1.2,0.00843,0.0259,-0.056
6624.25,0.365,0.501,0.922,-0.031,0.0287,-0.1
6624.5,0.324,0.501,0.719,-0.081,0.0282,-0.35
6624.75,0.324,0.502,0.836,-0.08,0.03,-0.22
6625.0,0.345,0.504,1.06,-0.061,0.0302,0.03
6625.25,0.358,0.505,1.09,-0.056,0.035,-0.011
6625.5,0.419,0.528,0.777,0.015,0.0336,-0.3
6625.75,0.405,0.524,0.853,0.0098,0.0332,-0.24
6626.0,0.416,0.506,1.05,0.0225,0.0388,-0.012
6626.25,0.4,0.506,0.986,0.00396,0.0342,-0.075
6626.5,0.395,0.507,0.774,-0.0018,0.0304,-0.28
6626.75,0.338,0.505,0.908,-0.072,0.0373,-0.17
6627.0,0.329,0.503,0.979,-0.082,0.04,-0.04
6627.25,0.344,0.507,1.02,-0.064,0.0398,-0.15
6627.5,0.368,0.517,0.739,-0.053,0.0387,-0.37
6627.75,0.421,0.533,1.02,0.0149,0.0388,-0.066
6628.0,0.403,0.506,1.04,0.00455,0.04,-0.033
6628.25,0.412,0.506,0.803,0.0181,0.039,-0.24
6628.5,0.412,0.506,0.813,0.0205,0.0367,-0.26
6628.75,0.406,0.505,0.954,0.0139,0.0396,-0.063
6629.0,0.421,0.504,1.07,0.0239,0.0374,0.0681
6629.25,0.402,0.505,0.783,0.00904,0.0398,-0.25
6629.5,0.365,0.504,0.913,-0.039,0.0393,-0.16
6629.75,0.358,0.545,0.962,-0.068,0.0353,-0.081
6630.0,0.323,0.505,0.924,-0.067,0.04,-0.14
6630.25,0.299,0.506,0.785,-0.022,0.04,-0.28
6630.5,0.35,0.507,1.13,0.0485,0.04,-0.12
6630.75,0.339,0.506,0.944,0.0453,0.0398,-0.052
6631.0,0.316,0.498,0.796,0.029,0.0147,-0.26
6631.25,0.33,0.497,0.931,0.043,0.01,-0.14
6631.5,0.32,0.498,1.01,0.0176,0.00957,-0.074
6631.75,0.321,0.535,0.98,0.0165,0.00152,-0.28
6632.0,0.264,0.497,0.914,-0.045,0.00216,-0.061
6632.25,0.25,0.501,0.893,-0.065,0.018,-0.13
6632.5,0.267,0.501,0.929,-0.047,0.0184,-0.078
6632.75,0.279,0.501,1.08,-0.036,0.0192,-0.25
6633.0,0.342,0.502,0.993,0.0331,0.0196,-0.055
6633.25,0.346,0.501,1.03,0.0477,0.0198,-0.003
6633.5,0.328,0.5,0.969,0.034,0.0176,-0.3
6633.75,0.337,0.522,0.951,0.0413,0.0113,-0.11
6634.0,0.315,0.518,1.01,0.00952,0.01,-0.06
6634.25,0.261,0.5,1.15,-0.057,0.0138,-0.11
6634.5,0.261,0.5,0.807,-0.056,0.01,-0.27
6634.75,0.284,0.5,1.14,-0.057,0.01,-0.12
6635.0,0.312,0.499,1.03,-0.011,0.01,0.018
6635.25,0.326,0.498,1.07,0.0117,0.01,-0.21
