Hora_decimal,P fase A,P fase B,P fase C,Q fase A,Q fase B,Q fase C
6552.0,3.73,1.77,1.73,1.37,0.793,1.06
6552.25,3.52,1.74,1.76,1.27,0.591,1.28
6552.5,3.8,1.66,1.56,1.61,0.646,0.768
6552.75,3.73,2.03,1.87,1.42,0.868,1.4
6553.0,3.75,1.36,1.73,1.41,0.343,1.01
6553.25,3.68,2.17,2.09,1.34,0.978,1.66
6553.5,3.72,1.43,1.72,1.44,0.494,1.1
6553.75,3.78,2.15,1.7,1.33,0.85,1.06
6554.0,3.82,1.38,1.77,1.42,0.538,1.17
6554.25,3.61,2.18,1.69,1.34,0.964,0.936
6554.5,3.91,1.42,1.89,1.61,0.496,1.35
6554.75,3.6,2.31,1.73,1.35,1.01,0.953
6555.0,3.54,1.31,2.01,1.36,0.211,1.55
6555.25,3.59,2.41,1.75,1.34,0.729,0.986
6555.5,3.69,1.26,1.94,1.32,0.693,1.42
6555.75,3.8,2.69,1.91,1.45,1.13,1.18
6556.0,3.72,1.07,2.0,1.37,0.478,1.22
6556.25,3.49,2.25,1.88,1.2,0.759,1.11
6556.5,3.57,1.29,1.77,1.35,0.638,1.09
6556.75,3.85,2.17,1.96,1.42,0.856,1.44
6557.0,3.81,1.39,1.81,1.39,0.614,1.07
6557.25,3.73,1.92,1.96,1.3,0.757,1.5
6557.5,3.87,1.62,1.65,1.44,0.443,0.859
6557.75,3.8,2.07,1.97,1.4,0.755,1.3
6558.0,3.66,3.8,2.97,1.29,0.613,0.959
6558.25,1.93,3.9,2.73,0.495,0.534,1.14
6558.5,1.7,3.74,2.39,0.794,0.643,1.07
6558.75,1.74,2.14,1.97,0.848,0.584,1.0
6559.0,1.74,3.24,2.59,0.787,0.63,1.47
6559.25,2.2,5.65,3.32,0.868,0.178,0.737
6559.5,2.7,5.22,3.77,0.571,0.683,1.39
6559.75,2.86,8.06,3.8,0.568,0.577,0.583
6560.0,3.28,8.86,5.27,0.368,0.631,0.881
6560.25,3.86,11.8,8.25,0.575,0.99,1.44
6560.5,4.31,9.47,10.8,0.368,0.716,1.89
6560.75,4.79,5.43,7.94,0.473,0.0875,1.25
6561.0,4.99,6.23,8.35,0.476,0.732,1.03
6561.25,7.24,8.33,8.35,0.399,0.349,1.35
6561.5,9.67,10.9,9.22,1.96,0.661,0.846
6561.75,9.5,8.45,11.7,3.05,0.371,1.4
6562.0,9.5,6.88,12.0,2.97,0.51,0.989
6562.25,9.81,5.59,9.52,2.94,-0.0034,1.04
6562.5,9.81,6.54,12.2,2.76,0.847,0.97
6562.75,10.1,6.49,12.5,3.02,0.211,0.811
6563.0,9.55,10.9,12.1,3.15,0.646,0.866
6563.25,9.71,7.43,9.43,3.23,0.457,0.596
6563.5,9.16,5.99,10.9,3.04,0.861,1.03
6563.75,9.18,4.72,9.2,3.05,0.51,0.698
6564.0,7.85,5.12,8.66,3.13,0.838,0.903
6564.25,7.38,3.82,8.3,3.19,0.241,1.15
6564.5,7.18,4.83,7.76,3.07,0.776,0.628
6564.75,7.26,4.46,6.54,3.48,0.557,1.14
6565.0,7.46,5.22,5.93,3.22,0.356,0.57
6565.25,8.23,4.93,6.75,3.26,0.495,0.942
6565.5,7.94,6.82,6.75,3.05,0.399,0.701
6565.75,8.07,8.13,8.84,3.22,0.15,0.915
