Descricao,Valor
kWh fornecido (EnergyMeter kWh),18041607.0
kWh da carga (Zone kWh),16529864.0
Zone losses (Zone Losses kWh),959487.0
Perdas na linha MT (Line Losses kWh),33730.0
Perdas nos trafos (Transformer Losses kWh),925761.0
Perdas em vazio ferro (No Load Losses kWh),866664.0
Perdas em carga cobre (Transformer - NoLoad) kWh,59097.0
