MES,DMFP (kW),DMP (kW),CFP (kWh),CP (kWh),UFP (kW),UP (kW),DCFP_c (kW),DCP_c (kW),"DCFP (R$32,84)","DCP  (R$83,34)","DCFP_c (R$27,26)","DCP_c  (R$69,17)","UFP  (R$65,68)","UP   (R$166,68)","CFP (R$0,15) TUSD","CP  (R$0,15) TUSD","CFP (R$0,37) TUE","CP  (R$0,59) TUE",R$TOTAL_MES
JAN,5134.0,463.0,1557581.0,2421,0.0,0.0,416.0,847.0,168600.56,38586.42,11340.16,58586.99,0.0,0.0,233637.15,363.15,576304.97,1428.39,1088847.79
FEV,5596.0,804.0,1610805.0,9271,0.0,0.0,0.0,506.0,183772.64,67005.36,0.0,35000.02,0.0,0.0,241620.75,1390.65,595997.85,5469.89,1130257.16
MAR,5598.0,1163.0,1722752.0,22053,0.0,0.0,0.0,147.0,183838.32,96924.42,0.0,10167.99,0.0,0.0,258412.8,3307.95,637418.24,13011.27,1203080.99
ABR,3979.0,369.0,1325875.0,3636,0.0,0.0,1571.0,941.0,130670.36,30752.46,42825.46,65088.97,0.0,0.0,198881.25,545.4,490573.75,2145.24,961482.89
MAI,4148.0,817.0,1385578.0,7962,0.0,0.0,1402.0,493.0,136220.32,68088.78,38218.52,34100.81,0.0,0.0,207836.7,1194.3,512663.86,4697.58,1003020.87
JUN,4884.0,973.0,1545053.0,23310,0.0,0.0,666.0,337.0,160390.56,81089.82,18155.16,23310.29,0.0,0.0,231757.95,3496.5,571669.61,13752.9,1103622.79
JUL,5141.0,1555.0,1547160.0,14877,0.0,245.0,409.0,0.0,168830.44,129593.7,11149.34,0.0,0.0,40836.6,232074.0,2231.55,572449.2,8777.43,1165942.26
AGO,4478.0,670.0,1450793.0,11879,0.0,0.0,1072.0,640.0,147057.52,55837.8,29222.72,44268.8,0.0,0.0,217618.95,1781.85,536793.41,7008.61,1039589.66
SET,4194.0,346.0,1364251.0,3398,0.0,0.0,1356.0,964.0,137730.96,28835.64,36964.56,66679.88,0.0,0.0,204637.65,509.7,504772.87,2004.82,982136.08
OUT,4352.0,588.0,1403363.0,5250,0.0,0.0,1198.0,722.0,142919.68,49003.92,32657.48,49940.74,0.0,0.0,210504.45,787.5,519244.31,3097.5,1008155.58
NOV,5581.0,1472.0,1487059.0,15304,0.0,162.0,0.0,0.0,183280.04,122676.48,0.0,0.0,0.0,27002.16,223058.85,2295.6,550211.83,9029.36,1117554.32
DEZ,5566.0,1280.0,1510439.0,12038,0.0,0.0,0.0,30.0,182787.44,106675.2,0.0,2075.1,0.0,0.0,226565.85,1805.7,558862.43,7102.42,1085874.14
TOTAIS,5598.0,1555.0,17910709.0,131399,0.0,245.0,1571.0,964.0,1926098.8399999999,875070.0,220533.4,389219.58999999997,0.0,67838.76,2686606.35,19709.850000000002,6626962.329999999,77525.41,12889564.530000001
CTOTAL,,,18042108.0,,,,,,,,,,,,,,,,
R$TOTAL,,,,,,,,,,,,,,,,,,,12889564.530000001
DCFP,5550.0,,,,,,,,,,,,,,,,,,
DCP,,1310.0,,,,,,,,,,,,,,,,,
