MES,DMFP (kW),DMP (kW),CFP (kWh),CP (kWh),UFP (kW),UP (kW),DCFP_c (kW),DCP_c (kW),"DCFP (R$32,84)","DCP  (R$83,34)","DCFP_c (R$27,26)","DCP_c  (R$69,17)","UFP  (R$65,68)","UP   (R$166,68)","CFP (R$0,15) TUSD","CP  (R$0,15) TUSD","CFP (R$0,37) TUE","CP  (R$0,59) TUE",R$TOTAL_MES
JAN,4627,639,1398560,7547,0.0,0.0,373.0,761.0,151950.68,53254.26,10167.98,52638.37,0.0,0.0,209784.0,1132.05,517467.2,4452.73,1000847.27
FEV,5320,948,1440819,18431,320.0,0.0,0.0,452.0,174708.8,79006.32,0.0,31264.84,21017.6,0.0,216122.85,2764.65,533103.03,10874.29,1068862.38
MAR,5451,1271,1538454,32598,451.0,0.0,0.0,129.0,179010.84,105925.14,0.0,8922.93,29621.68,0.0,230768.1,4889.7,569227.98,19232.82,1147599.19
ABR,3514,555,1184969,13180,0.0,0.0,1486.0,845.0,115399.76,46253.7,40508.36,58448.65,0.0,0.0,177745.35,1977.0,438438.53,7776.2,886547.55
MAI,3521,959,1236072,18994,0.0,0.0,1479.0,441.0,115629.64,79923.06,40317.54,30503.97,0.0,0.0,185410.8,2849.1,457346.64,11206.46,923187.21
JUN,4402,1099,1380177,32948,0.0,0.0,598.0,301.0,144561.68,91590.66,16301.48,20820.17,0.0,0.0,207026.55,4942.2,510665.49,19439.32,1015347.55
JUL,4633,1623,1386530,21920,0.0,223.0,367.0,0.0,152147.72,135260.82,10004.42,0.0,0.0,37169.64,207979.5,3288.0,513016.1,12932.8,1071799.0
AGO,3827,826,1295365,22478,0.0,0.0,1173.0,574.0,125678.68,68838.84,31975.98,39703.58,0.0,0.0,194304.75,3371.7,479285.05,13262.02,956420.6
SET,3563,535,1215689,15229,0.0,0.0,1437.0,865.0,117008.92,44586.9,39172.62,59832.05,0.0,0.0,182353.35,2284.35,449804.93,8985.11,904028.23
OUT,3923,752,1252986,16269,0.0,0.0,1077.0,648.0,128831.32,62671.68,29359.02,44822.16,0.0,0.0,187947.9,2440.35,463604.82,9598.71,929275.96
NOV,5390,1549,1329384,24430,390.0,149.0,0.0,0.0,177007.6,129093.66,0.0,0.0,25615.2,24835.32,199407.6,3664.5,491872.08,14413.7,1065909.66
DEZ,5299,1376,1353891,18834,299.0,0.0,0.0,24.0,174019.16,114675.84,0.0,1660.08,19638.32,0.0,203083.65,2825.1,500939.67,11112.06,1027953.88
TOTAIS,5451,1623,16012896,242858,,,,,,,,,,,,,,,11997778.480000002
