Descricao,Valor
kWh fornecido (EnergyMeter kWh),16463698.0
kWh da carga (Zone kWh),14897680.0
Zone losses (Zone Losses kWh),954712.0
Perdas na linha MT (Line Losses kWh),28515.0
Perdas nos trafos (Transformer Losses kWh),926183.0
Perdas em vazio ferro (No Load Losses kWh),868895.0
Perdas em carga cobre (Transformer - NoLoad) kWh,57288.0
