Descricao,Valor
kWh fornecido (EnergyMeter kWh),16787756.0
kWh da carga (Zone kWh),14903486.0
Zone losses (Zone Losses kWh),1003424.0
Perdas na linha MT (Line Losses kWh),35305.0
Perdas nos trafos (Transformer Losses kWh),968138.0
Perdas em vazio ferro (No Load Losses kWh),917421.0
Perdas em carga cobre (Transformer - NoLoad) kWh,50717.0
