MES,DMFP (kW),DMP (kW),CFP (kWh),CP (kWh),UFP (kW),UP (kW),DCFP_c (kW),DCP_c (kW),"DCFP (R$32,84)","DCP  (R$83,34)","DCFP_c (R$27,26)","DCP_c  (R$69,17)","UFP  (R$65,68)","UP   (R$166,68)","CFP (R$0,15) TUSD","CP  (R$0,15) TUSD","CFP (R$0,37) TUE","CP  (R$0,59) TUE",R$TOTAL_MES
JAN,5049,0,1455492,-1,0.0,0.0,0.0,0.0,165809.16,0.0,0.0,0.0,0.0,0.0,218323.8,-0.15,538532.04,-0.59,922664.26
FEV,5359,0,1500878,-1,359.0,0.0,0.0,0.0,175989.56,0.0,0.0,0.0,23579.12,0.0,225131.7,-0.15,555324.86,-0.59,980024.5
MAR,5489,0,1617742,-1,489.0,0.0,0.0,0.0,180258.76,0.0,0.0,0.0,32117.52,0.0,242661.3,-0.15,598564.54,-0.59,1053601.38
ABR,5050,0,1237391,-1,0.0,0.0,0.0,0.0,165842.0,0.0,0.0,0.0,0.0,0.0,185608.65,-0.15,457834.67,-0.59,809284.58
MAI,5050,0,1297400,-2,0.0,0.0,0.0,0.0,165842.0,0.0,0.0,0.0,0.0,0.0,194610.0,-0.3,480038.0,-1.18,840488.52
JUN,5050,0,1460529,-2,0.0,0.0,0.0,0.0,165842.0,0.0,0.0,0.0,0.0,0.0,219079.35,-0.3,540395.73,-1.18,925315.6
JUL,5049,0,1453094,-3,0.0,0.0,0.0,0.0,165809.16,0.0,0.0,0.0,0.0,0.0,217964.1,-0.45,537644.78,-1.77,921415.82
AGO,5049,0,1360433,-1,0.0,0.0,0.0,0.0,165809.16,0.0,0.0,0.0,0.0,0.0,204064.95,-0.15,503360.21,-0.59,873233.58
SET,5050,0,1276229,-1,0.0,0.0,0.0,0.0,165842.0,0.0,0.0,0.0,0.0,0.0,191434.35,-0.15,472204.73,-0.59,829480.34
OUT,5050,0,1312914,-1,0.0,0.0,0.0,0.0,165842.0,0.0,0.0,0.0,0.0,0.0,196937.1,-0.15,485778.18,-0.59,848556.54
NOV,5429,0,1397273,-2,429.0,0.0,0.0,0.0,178288.36,0.0,0.0,0.0,28176.72,0.0,209590.95,-0.3,516991.01,-1.18,933045.56
DEZ,5337,0,1419328,-1,337.0,0.0,0.0,0.0,175267.08,0.0,0.0,0.0,22134.16,0.0,212899.2,-0.15,525151.36,-0.59,935451.06
TOTAIS,5489,0,16788703,-17,,,,,,,,,,,,,,,10872561.740000002
