Segmento,Year,LDCurve,Hour,Meter,kWh,kvarh,Max kW,Max kVA,Zone kWh,Zone kvarh,Zone Max kW,Zone Max kVA,Overload kWh Normal,Overload kWh Emerg,Load EEN,Load UE,Zone Losses kWh,Zone Losses kvarh,Zone Max kW Losses,Zone Max kvar Losses,Load Losses kWh,Load Losses kvarh,No Load Losses kWh,No Load Losses kvarh,Max kW Load Losses,Max kW No Load Losses,Line Losses,Transformer Losses,Line Mode Line Losses,Zero Mode Line Losses,3-phase Line Losses,1- and 2-phase Line Losses,Gen kWh,Gen kvarh,Gen Max kW,Gen Max kVA,13.8 kV Losses,Aux1,Aux6,Aux11,Aux16,Aux21,Aux26,13.8 kV Line Loss,Aux2,Aux7,Aux12,Aux17,Aux22,Aux27,13.8 kV Load Loss,Aux3,Aux8,Aux13,Aux18,Aux23,Aux28,13.8 kV No Load Loss,Aux4,Aux9,Aux14,Aux19,Aux24,Aux29,13.8 kV Load Energy,Aux5,Aux10,Aux15,Aux20,Aux25,Aux30
S00000_FORA_PONTA,0, ,41.0," ""GERAL""       ",72847.0,8091.0,4094.0,4094.0,54332.0,8552.0,2867.0,2898.0,0.0,0.0,2620.0,2274.0,4813.0,13054.0,144.0,396.0,314.0,-721.0,4499.0,13775.0,39.0,109.0,143.0,4670.0,143.0,0.0,143.0,0.0,0.0,0.0,0.0,0.0,4813.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,4499.0,0.0,0.0,0.0,0.0,0.0,0.0,54332.0,0.0,0.0,0.0,0.0,0.0,0.0
S00001_PONTA,0, ,44.0," ""GERAL""       ",0.0,612.0,0.0,224.0,3975.0,528.0,1362.0,1376.0,0.0,0.0,189.0,164.0,352.0,977.0,118.0,327.0,22.0,-33.0,330.0,1010.0,8.0,110.0,4.0,348.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,352.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,330.0,0.0,0.0,0.0,0.0,0.0,0.0,3975.0,0.0,0.0,0.0,0.0,0.0,0.0
S00002_FORA_PONTA,0, ,65.0," ""GERAL""       ",42974.0,4434.0,4098.0,4098.0,32957.0,4665.0,2494.0,2512.0,0.0,0.0,1317.0,1144.0,2433.0,6584.0,140.0,382.0,179.0,-319.0,2254.0,6903.0,35.0,109.0,86.0,2347.0,86.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,2433.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,2254.0,0.0,0.0,0.0,0.0,0.0,0.0,32957.0,0.0,0.0,0.0,0.0,0.0,0.0
S00003_PONTA,0, ,68.0," ""GERAL""       ",0.0,553.0,0.0,211.0,3590.0,484.0,1257.0,1270.0,0.0,0.0,189.0,164.0,348.0,963.0,117.0,323.0,18.0,-47.0,330.0,1010.0,7.0,110.0,3.0,345.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,348.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,330.0,0.0,0.0,0.0,0.0,0.0,0.0,3590.0,0.0,0.0,0.0,0.0,0.0,0.0
S00004_FORA_PONTA,0, ,137.0," ""GERAL""       ",102811.0,12805.0,4091.0,4091.0,85006.0,12687.0,2983.0,2998.0,0.0,0.0,4337.0,3763.0,7768.0,21059.0,142.0,389.0,310.0,-1779.0,7459.0,22839.0,37.0,109.0,150.0,7619.0,150.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,7768.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,7459.0,0.0,0.0,0.0,0.0,0.0,0.0,85006.0,0.0,0.0,0.0,0.0,0.0,0.0
S00005_PONTA,0, ,140.0," ""GERAL""       ",0.0,577.0,0.0,223.0,4091.0,489.0,1519.0,1530.0,0.0,0.0,189.0,164.0,353.0,981.0,119.0,333.0,23.0,-30.0,330.0,1010.0,9.0,110.0,4.0,349.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,353.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,330.0,0.0,0.0,0.0,0.0,0.0,0.0,4091.0,0.0,0.0,0.0,0.0,0.0,0.0
S00006_FORA_PONTA,0, ,161.0," ""GERAL""       ",48037.0,4568.0,4092.0,4092.0,37876.0,4762.0,3034.0,3052.0,0.0,0.0,1316.0,1143.0,2454.0,6640.0,141.0,383.0,206.0,-243.0,2248.0,6883.0,35.0,109.0,102.0,2352.0,102.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,2454.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,2248.0,0.0,0.0,0.0,0.0,0.0,0.0,37876.0,0.0,0.0,0.0,0.0,0.0,0.0
S00007_PONTA,0, ,164.0," ""GERAL""       ",0.0,595.0,0.0,229.0,4166.0,505.0,1591.0,1602.0,0.0,0.0,189.0,164.0,354.0,984.0,120.0,336.0,24.0,-27.0,330.0,1010.0,10.0,110.0,4.0,350.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,354.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,330.0,0.0,0.0,0.0,0.0,0.0,0.0,4166.0,0.0,0.0,0.0,0.0,0.0,0.0
S00008_FORA_PONTA,0, ,185.0," ""GERAL""       ",47558.0,4431.0,4092.0,4092.0,37512.0,4596.0,2832.0,2846.0,0.0,0.0,1316.0,1143.0,2449.0,6626.0,140.0,381.0,200.0,-260.0,2249.0,6886.0,35.0,109.0,98.0,2350.0,98.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,2449.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,2249.0,0.0,0.0,0.0,0.0,0.0,0.0,37512.0,0.0,0.0,0.0,0.0,0.0,0.0
S00009_PONTA,0, ,188.0," ""GERAL""       ",0.0,716.0,0.0,280.0,4261.0,621.0,1614.0,1631.0,0.0,0.0,189.0,164.0,355.0,987.0,120.0,337.0,25.0,-22.0,329.0,1009.0,11.0,110.0,4.0,350.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,355.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,329.0,0.0,0.0,0.0,0.0,0.0,0.0,4261.0,0.0,0.0,0.0,0.0,0.0,0.0
