Descricao,Valor
kWh fornecido (EnergyMeter kWh),17833362.0
kWh da carga (Zone kWh),15945213.0
Zone losses (Zone Losses kWh),1004477.0
Perdas na linha MT (Line Losses kWh),37796.0
Perdas nos trafos (Transformer Losses kWh),966680.0
Perdas em vazio ferro (No Load Losses kWh),915904.0
Perdas em carga cobre (Transformer - NoLoad) kWh,50776.0
