MES,DMFP (kW),DMP (kW),CFP (kWh),CP (kWh),UFP (kW),UP (kW),DCFP_c (kW),DCP_c (kW),"DCFP (R$32,84)","DCP  (R$83,34)","DCFP_c (R$27,26)","DCP_c  (R$69,17)","UFP  (R$65,68)","UP   (R$166,68)","CFP (R$0,15) TUSD","CP  (R$0,15) TUSD","CFP (R$0,37) TUE","CP  (R$0,59) TUE",R$TOTAL_MES
JAN,4982.0,0.0,1544337.0,-1,0.0,0.0,368.0,0.0,163608.88,0.0,10031.68,0.0,0.0,0.0,231650.55,-0.15,571404.69,-0.59,976695.06
FEV,5403.0,0.0,1594503.0,-2,0.0,0.0,0.0,0.0,177434.52,0.0,0.0,0.0,0.0,0.0,239175.45,-0.3,589966.11,-1.18,1006574.6
MAR,5403.0,0.0,1720015.0,-3,0.0,0.0,0.0,0.0,177434.52,0.0,0.0,0.0,0.0,0.0,258002.25,-0.45,636405.55,-1.77,1071840.1
ABR,4316.0,0.0,1317160.0,-1,0.0,0.0,1034.0,0.0,141737.44,0.0,28186.84,0.0,0.0,0.0,197574.0,-0.15,487349.2,-0.59,854846.74
MAI,4321.0,0.0,1379550.0,-3,0.0,0.0,1029.0,0.0,141901.64,0.0,28050.54,0.0,0.0,0.0,206932.5,-0.45,510433.5,-1.77,887315.96
JUN,4740.0,0.0,1547856.0,-3,0.0,0.0,610.0,0.0,155661.6,0.0,16628.6,0.0,0.0,0.0,232178.4,-0.45,572706.72,-1.77,977173.1
JUL,4988.0,0.0,1546394.0,-3,0.0,0.0,362.0,0.0,163805.92,0.0,9868.12,0.0,0.0,0.0,231959.1,-0.45,572165.78,-1.77,977796.7
AGO,4322.0,0.0,1446009.0,-1,0.0,0.0,1028.0,0.0,141934.48,0.0,28023.28,0.0,0.0,0.0,216901.35,-0.15,535023.33,-0.59,921881.7
SET,4319.0,0.0,1354478.0,-1,0.0,0.0,1031.0,0.0,141835.96,0.0,28105.06,0.0,0.0,0.0,203171.7,-0.15,501156.86,-0.59,874268.84
OUT,4321.0,0.0,1395065.0,-2,0.0,0.0,1029.0,0.0,141901.64,0.0,28050.54,0.0,0.0,0.0,209259.75,-0.3,516174.05,-1.18,895384.5
NOV,5402.0,0.0,1483069.0,-2,0.0,0.0,0.0,0.0,177401.68,0.0,0.0,0.0,0.0,0.0,222460.35,-0.3,548735.53,-1.18,948596.08
DEZ,5403.0,0.0,1505682.0,-2,0.0,0.0,0.0,0.0,177434.52,0.0,0.0,0.0,0.0,0.0,225852.3,-0.3,557102.34,-1.18,960387.68
TOTAIS,5403.0,0.0,17834118.0,-24,0.0,0.0,1034.0,0.0,1902092.8,0.0,176944.66000000003,0.0,0.0,0.0,2675117.6999999997,-3.599999999999999,6598623.66,-14.16,11352761.06
CTOTAL,,,17834094.0,,,,,,,,,,,,,,,,
R$TOTAL,,,,,,,,,,,,,,,,,,,11352761.06
DCFP,5350.0,,,,,,,,,,,,,,,,,,
DCP,,0.0,,,,,,,,,,,,,,,,,
KW_TARGET_FP,5350.0,,,,,,,,,,,,,,,,,,
KW_TARGET_LOW_FP,4280.0,,,,,,,,,,,,,,,,,,
