Mes,Posto,N_pontos_SIM19,Consumo_P_SIM19_kWh,Consumo_Q_SIM19_kVArh,DemandaMax_P_SIM19_kW,DemandaMax_Q_SIM19_kVAr,N_pontos_META
JANEIRO,FORA_PONTA,2712,1544337.12925,181765.831,4981.700000000001,651.419,2712
JANEIRO,PONTA,264,-1.4138164499999988,18156.070625,0.208967,511.322,264
FEVEREIRO,FORA_PONTA,2448,1594503.2325,186756.3228934,5403.17,669.226,2448
FEVEREIRO,PONTA,240,-1.8964604999999988,19253.506725,0.245067,562.127,240
MARCO,FORA_PONTA,2736,1720015.0895,189049.392825,5403.44,600.431,2736
MARCO,PONTA,240,-2.5894419749999993,19425.6933,0.245131,480.297,240
ABRIL,FORA_PONTA,2640,1317160.0265,126314.03722500001,4315.52,375.978,2640
ABRIL,PONTA,240,-1.4442183499999992,13525.394125,0.213394,398.901,240
MAIO,FORA_PONTA,2724,1379550.262,115405.975425,4320.89,421.144,2724
MAIO,PONTA,252,-2.7495291999999987,13509.641925,0.25585,300.851,252
JUNHO,FORA_PONTA,2640,1547855.812,102064.6788475,4739.78,305.871,2640
JUNHO,PONTA,240,-3.0959549249999996,12925.79,0.272954,289.3167,240
JULHO,FORA_PONTA,2700,1546394.17675,92369.810125,4987.530000000001,295.1858,2700
JULHO,PONTA,276,-2.9326464499999987,12687.10845,0.218882,373.958,276
AGOSTO,FORA_PONTA,2724,1446008.767,97177.357725,4321.55,310.36300000000006,2724
AGOSTO,PONTA,252,-1.0154659499999996,13255.838825,0.2300689999999999,321.32800000000003,252
SETEMBRO,FORA_PONTA,2616,1354477.83675,105137.277375,4319.27,343.694,2616
SETEMBRO,PONTA,264,-0.7670907499999996,14114.370350000001,0.2084059999999999,304.324,264
OUTUBRO,FORA_PONTA,2700,1395065.393625,124583.16879,4321.01,463.557,2700
OUTUBRO,PONTA,276,-1.6695884249999995,16367.046550000001,0.235173,404.073,276
NOVEMBRO,FORA_PONTA,2652,1483069.46775,142662.1379,5401.68,559.0160000000001,2652
NOVEMBRO,PONTA,228,-2.264975824999999,16663.44315,0.238095,575.145,228
DEZEMBRO,FORA_PONTA,2712,1505682.1975,159683.2456,5402.85,594.79,2712
DEZEMBRO,PONTA,264,-2.004266149999999,19593.4671,0.263473,589.9,264
