Descricao,Valor
kWh fornecido (EnergyMeter kWh),16706285.0
kWh da carga (Zone kWh),15121716.0
Zone losses (Zone Losses kWh),952745.0
Perdas na linha MT (Line Losses kWh),28900.0
Perdas nos trafos (Transformer Losses kWh),923844.0
Perdas em vazio ferro (No Load Losses kWh),868584.0
Perdas em carga cobre (Transformer - NoLoad) kWh,55260.0
