MES,DMFP (kW),DMP (kW),CFP (kWh),CP (kWh),UFP (kW),UP (kW),DCFP_c (kW),DCP_c (kW),"DCFP (R$32,84)","DCP  (R$83,34)","DCFP_c (R$27,26)","DCP_c  (R$69,17)","UFP  (R$65,68)","UP   (R$166,68)","CFP (R$0,15) TUSD","CP  (R$0,15) TUSD","CFP (R$0,37) TUE","CP  (R$0,59) TUE",R$TOTAL_MES
JAN,4568.0,0.0,1445211.0,-2,0.0,0.0,0.0,645.0,150013.12,0.0,0.0,44614.65,0.0,0.0,216781.65,-0.3,534728.07,-1.18,946136.01
FEV,4613.0,208.0,1498246.0,172,0.0,0.0,0.0,437.0,151490.92,17334.72,0.0,30227.29,0.0,0.0,224736.9,25.8,554351.02,101.48,978268.13
MAR,4612.0,536.0,1612118.0,1546,0.0,0.0,0.0,109.0,151458.08,44670.24,0.0,7539.53,0.0,0.0,241817.7,231.9,596483.66,912.14,1043113.25
ABR,3588.0,0.0,1234111.0,-1,0.0,0.0,980.0,645.0,117829.92,0.0,26714.8,44614.65,0.0,0.0,185116.65,-0.15,456621.07,-0.59,830896.35
MAI,3585.0,220.0,1289962.0,324,0.0,0.0,983.0,425.0,117731.4,18334.8,26796.58,29397.25,0.0,0.0,193494.3,48.6,477285.94,191.16,863280.03
JUN,4479.0,362.0,1447141.0,2257,0.0,0.0,89.0,283.0,147090.36,30169.08,2426.14,19575.11,0.0,0.0,217071.15,338.55,535442.17,1331.63,953444.19
JUL,4595.0,894.0,1446208.0,3628,0.0,249.0,0.0,0.0,150899.8,74505.96,0.0,0.0,0.0,41503.32,216931.2,544.2,535096.96,2140.52,1021621.96
AGO,3588.0,86.0,1354230.0,146,0.0,0.0,980.0,559.0,117829.92,7167.24,26714.8,38666.03,0.0,0.0,203134.5,21.9,501065.1,86.14,894685.63
SET,3587.0,0.0,1264404.0,-1,0.0,0.0,981.0,645.0,117797.08,0.0,26742.06,44614.65,0.0,0.0,189660.6,-0.15,467829.48,-0.59,846643.13
OUT,3993.0,10.0,1305306.0,1,0.0,0.0,575.0,635.0,131130.12,833.4,15674.5,43922.95,0.0,0.0,195795.9,0.15,482963.22,0.59,870320.83
NOV,4614.0,819.0,1388355.0,2140,0.0,174.0,0.0,0.0,151523.76,68255.46,0.0,0.0,0.0,29002.32,208253.25,321.0,513691.35,1262.6,972309.74
DEZ,4607.0,643.0,1409847.0,1525,0.0,0.0,0.0,2.0,151293.88,53587.62,0.0,138.34,0.0,0.0,211477.05,228.75,521643.39,899.75,939268.78
TOTAIS,4614.0,894.0,16695139.0,11735,0.0,249.0,983.0,645.0,1656088.3600000003,314858.52,125068.88,303310.45,0.0,70505.64,2504270.8499999996,1760.25,6177201.429999999,6923.65,11159988.03
CTOTAL,,,16706874.0,,,,,,,,,,,,,,,,
R$TOTAL,,,,,,,,,,,,,,,,,,,11159988.03
DCFP,4568.0,,,,,,,,,,,,,,,,,,
DCP,,645.0,,,,,,,,,,,,,,,,,
