MES,DMFP (kW),DMP (kW),CFP (kWh),CP (kWh),UFP (kW),UP (kW),DCFP_c (kW),DCP_c (kW),"DCFP (R$32,84)","DCP  (R$83,34)","DCFP_c (R$27,26)","DCP_c  (R$69,17)","UFP  (R$65,68)","UP   (R$166,68)","CFP (R$0,15) TUSD","CP  (R$0,15) TUSD","CFP (R$0,37) TUE","CP  (R$0,59) TUE",R$TOTAL_MES
JAN,4734.0,0.0,1473814.0,-1,0.0,0.0,341.0,0.0,155464.56,0.0,9295.66,0.0,0.0,0.0,221072.1,-0.15,545311.18,-0.59,931142.76
FEV,5112.0,0.0,1520719.0,-1,0.0,0.0,0.0,0.0,167878.08,0.0,0.0,0.0,0.0,0.0,228107.85,-0.15,562666.03,-0.59,958651.22
MAR,5119.0,0.0,1639458.0,-2,0.0,0.0,0.0,0.0,168107.96,0.0,0.0,0.0,0.0,0.0,245918.7,-0.3,606599.46,-1.18,1020624.64
ABR,4100.0,0.0,1256483.0,-1,0.0,0.0,975.0,0.0,134644.0,0.0,26578.5,0.0,0.0,0.0,188472.45,-0.15,464898.71,-0.59,814592.92
MAI,4099.0,0.0,1315610.0,-3,0.0,0.0,976.0,0.0,134611.16,0.0,26605.76,0.0,0.0,0.0,197341.5,-0.45,486775.7,-1.77,845331.9
JUN,4505.0,0.0,1475551.0,-3,0.0,0.0,570.0,0.0,147944.2,0.0,15538.2,0.0,0.0,0.0,221332.65,-0.45,545953.87,-1.77,930766.7
JUL,4739.0,0.0,1473882.0,-3,0.0,0.0,336.0,0.0,155628.76,0.0,9159.36,0.0,0.0,0.0,221082.3,-0.45,545336.34,-1.77,931204.54
AGO,4100.0,0.0,1379423.0,-1,0.0,0.0,975.0,0.0,134644.0,0.0,26578.5,0.0,0.0,0.0,206913.45,-0.15,510386.51,-0.59,878521.72
SET,4100.0,0.0,1290420.0,-1,0.0,0.0,975.0,0.0,134644.0,0.0,26578.5,0.0,0.0,0.0,193563.0,-0.15,477455.4,-0.59,832240.16
OUT,4100.0,0.0,1331887.0,-1,0.0,0.0,975.0,0.0,134644.0,0.0,26578.5,0.0,0.0,0.0,199783.05,-0.15,492798.19,-0.59,853803.0
NOV,5111.0,0.0,1414792.0,-2,0.0,0.0,0.0,0.0,167845.24,0.0,0.0,0.0,0.0,0.0,212218.8,-0.3,523473.04,-1.18,903535.6
DEZ,5085.0,0.0,1435397.0,-2,0.0,0.0,0.0,0.0,166991.4,0.0,0.0,0.0,0.0,0.0,215309.55,-0.3,531096.89,-1.18,913396.36
TOTAIS,5119.0,0.0,17007436.0,-21,0.0,0.0,976.0,0.0,1803047.3599999999,0.0,166912.98,0.0,0.0,0.0,2551115.3999999994,-3.1499999999999995,6292751.32,-12.39,10813811.52
CTOTAL,,,17007415.0,,,,,,,,,,,,,,,,
R$TOTAL,,,,,,,,,,,,,,,,,,,10813811.52
DCFP,5075.0,,,,,,,,,,,,,,,,,,
DCP,,0.0,,,,,,,,,,,,,,,,,
