Mes,Posto,N_pontos_SIM19,Consumo_P_SIM19_kWh,Consumo_Q_SIM19_kVArh,DemandaMax_P_SIM19_kW,DemandaMax_Q_SIM19_kVAr,N_pontos_META
JANEIRO,FORA_PONTA,2712,1473813.55975,171174.504625,4733.85,613.3040000000001,2712
JANEIRO,PONTA,264,-1.109295124999999,17040.90465,0.1850409999999999,480.325,264
FEVEREIRO,FORA_PONTA,2448,1520719.3805,175810.715317,5111.61,630.357,2448
FEVEREIRO,PONTA,240,-1.0728800249999995,18057.6944,0.233773,528.011,240
MARCO,FORA_PONTA,2736,1639457.75325,177810.049125,5119.49,560.276,2736
MARCO,PONTA,240,-1.5965058499999991,18175.185525,0.235784,448.549,240
ABRIL,FORA_PONTA,2640,1256482.57725,118729.1069,4099.79,354.497,2640
ABRIL,PONTA,240,-0.9289532249999994,12645.715425,0.182941,374.27,240
MAIO,FORA_PONTA,2724,1315610.342,108304.134125,4098.67,397.24,2724
MAIO,PONTA,252,-2.5128596999999986,12604.71565,0.2270189999999999,282.1871,252
JUNHO,FORA_PONTA,2640,1475550.710125,95561.529085,4504.58,284.9219,2640
JUNHO,PONTA,240,-2.632010649999999,12006.798975,0.2618859999999999,269.4658,240
JULHO,FORA_PONTA,2700,1473882.339,86317.212575,4739.48,272.7106,2700
JULHO,PONTA,276,-2.8638980749999994,11793.110625,0.2315419999999999,346.564,276
AGOSTO,FORA_PONTA,2724,1379423.2455,91040.690925,4099.9400000000005,286.7863,2724
AGOSTO,PONTA,252,-0.6019589499999998,12351.4676,0.239634,300.4719,252
SETEMBRO,FORA_PONTA,2616,1290419.95675,98580.796375,4100.33,323.629,2616
SETEMBRO,PONTA,264,-0.9121187999999995,13181.059475,0.192689,284.4962,264
OUTUBRO,FORA_PONTA,2700,1331887.117725,117049.76699,4099.73,436.722,2700
OUTUBRO,PONTA,276,-1.185492674999999,15309.307200000001,0.204667,379.472,276
NOVEMBRO,FORA_PONTA,2652,1414792.23525,134073.535675,5110.62,522.815,2652
NOVEMBRO,PONTA,228,-1.708526799999999,15590.783575,0.228657,537.1270000000001,228
DEZEMBRO,FORA_PONTA,2712,1435397.487,150145.253725,5084.88,559.848,2712
DEZEMBRO,PONTA,264,-1.511919749999999,18376.411825,0.214714,552.14,264
