Descricao,Valor
kWh fornecido (EnergyMeter kWh),17006720.0
kWh da carga (Zone kWh),15126814.0
Zone losses (Zone Losses kWh),997214.0
Perdas na linha MT (Line Losses kWh),34215.0
Perdas nos trafos (Transformer Losses kWh),962997.0
Perdas em vazio ferro (No Load Losses kWh),917185.0
Perdas em carga cobre (Transformer - NoLoad) kWh,45812.0
