Descricao,Valor
kWh fornecido (EnergyMeter kWh),18399456.0
kWh da carga (Zone kWh),16539702.0
Zone losses (Zone Losses kWh),1018142.0
Perdas na linha MT (Line Losses kWh),42513.0
Perdas nos trafos (Transformer Losses kWh),975623.0
Perdas em vazio ferro (No Load Losses kWh),914925.0
Perdas em carga cobre (Transformer - NoLoad) kWh,60698.0
