Descricao,Valor
kWh fornecido (EnergyMeter kWh),17203877.0
kWh da carga (Zone kWh),15130823.0
Zone losses (Zone Losses kWh),1017549.0
Perdas na linha MT (Line Losses kWh),36055.0
Perdas nos trafos (Transformer Losses kWh),981488.0
Perdas em vazio ferro (No Load Losses kWh),941405.0
Perdas em carga cobre (Transformer - NoLoad) kWh,40083.0
