Hora_decimal,P fase A,P fase B,P fase C,Q fase A,Q fase B,Q fase C
2880.0,1.41,1.2,2.12,1.09,0.802,0.73
2880.25,1.19,1.32,1.94,0.798,0.923,0.614
2880.5,1.15,1.22,1.76,0.783,0.85,0.566
2880.75,1.19,1.3,2.03,0.826,0.893,0.573
2881.0,1.14,1.21,1.82,0.764,0.863,0.402
2881.25,1.18,1.32,1.76,0.735,0.945,0.427
2881.5,1.24,1.21,1.84,0.836,0.807,0.328
2881.75,1.21,1.22,1.92,0.823,0.826,0.361
2882.0,1.15,1.35,1.83,0.811,1.03,0.484
2882.25,1.26,1.36,1.81,0.867,1.03,0.452
2882.5,1.26,1.39,1.76,0.863,1.01,0.41
2882.75,1.28,1.4,2.27,0.922,1.01,0.858
2883.0,1.32,1.47,2.02,0.936,1.07,0.697
2883.25,1.29,1.43,2.01,0.972,1.07,0.69
2883.5,1.34,1.44,1.93,1.01,1.08,0.615
2883.75,1.33,1.39,1.86,0.963,1.05,0.441
2884.0,1.38,1.29,2.03,1.07,0.94,0.503
2884.25,1.4,1.35,1.88,1.02,1.03,0.495
2884.5,1.38,1.36,1.73,0.963,1.09,0.276
2884.75,1.34,1.29,1.72,0.992,1.01,0.403
2885.0,1.21,1.41,1.89,0.871,1.01,0.489
2885.25,1.13,1.4,1.82,0.771,1.02,0.35
2885.5,1.22,1.34,1.82,0.813,1.0,0.383
2885.75,1.26,1.37,1.91,0.895,1.07,0.522
2886.0,1.14,1.28,1.97,0.796,0.93,0.558
2886.25,1.14,1.35,1.8,0.717,1.0,0.453
2886.5,1.17,1.31,1.99,0.847,0.922,0.638
2886.75,1.1,1.32,1.94,0.748,0.94,0.584
2887.0,1.13,1.44,2.0,0.76,1.0,0.805
2887.25,1.33,1.31,1.73,0.898,1.03,0.318
2887.5,1.14,1.29,1.82,0.792,0.97,0.359
2887.75,1.2,1.42,1.85,0.771,1.01,0.438
2888.0,1.18,1.37,1.89,0.749,1.05,0.544
2888.25,1.32,1.21,1.8,0.949,0.811,0.384
2888.5,1.3,1.15,2.06,0.941,0.792,0.761
2888.75,1.27,1.25,1.9,0.88,0.921,0.495
2889.0,1.35,1.27,1.84,0.996,0.892,0.427
2889.25,1.21,1.25,2.06,0.923,0.93,0.619
2889.5,1.17,1.33,1.92,0.799,1.04,0.6
2889.75,1.19,1.29,1.8,0.806,1.02,0.43
