MES,DMFP (kW),DMP (kW),CFP (kWh),CP (kWh),UFP (kW),UP (kW),DCFP_c (kW),DCP_c (kW),"DCFP (R$32,84)","DCP  (R$83,34)","DCFP_c (R$27,26)","DCP_c  (R$69,17)","UFP  (R$65,68)","UP   (R$166,68)","CFP (R$0,15) TUSD","CP  (R$0,15) TUSD","CFP (R$0,37) TUE","CP  (R$0,59) TUE",R$TOTAL_MES
JAN,5392,0,1589231,-4,0.0,0.0,158.0,0.0,177073.28,0.0,4307.08,0.0,0.0,0.0,238384.65,-0.6,588015.47,-2.36,1007777.52
FEV,5924,0,1642053,-3,374.0,0.0,0.0,0.0,194544.16,0.0,0.0,0.0,24564.32,0.0,246307.95,-0.45,607559.61,-1.77,1072973.82
MAR,6072,0,1771984,-3,522.0,0.0,0.0,0.0,199404.48,0.0,0.0,0.0,34284.96,0.0,265797.6,-0.45,655634.08,-1.77,1155118.9
ABR,5381,0,1352257,-3,0.0,0.0,169.0,0.0,176712.04,0.0,4606.94,0.0,0.0,0.0,202838.55,-0.45,500335.09,-1.77,884490.4
MAI,5552,0,1416261,-4,0.0,0.0,0.0,0.0,182327.68,0.0,0.0,0.0,0.0,0.0,212439.15,-0.6,524016.57,-2.36,918780.44
JUN,5605,0,1596250,-2,0.0,0.0,0.0,0.0,184068.2,0.0,0.0,0.0,0.0,0.0,239437.5,-0.3,590612.5,-1.18,1014116.72
JUL,5605,247,1589944,224,0.0,247.0,0.0,0.0,184068.2,20584.98,0.0,0.0,0.0,41169.96,238491.6,33.6,588279.28,132.16,1072759.78
AGO,5605,0,1489141,-2,0.0,0.0,0.0,0.0,184068.2,0.0,0.0,0.0,0.0,0.0,223371.15,-0.3,550982.17,-1.18,958420.04
SET,5599,0,1390719,-2,0.0,0.0,0.0,0.0,183871.16,0.0,0.0,0.0,0.0,0.0,208607.85,-0.3,514566.03,-1.18,907043.56
OUT,5506,0,1433951,-3,0.0,0.0,44.0,0.0,180817.04,0.0,1199.44,0.0,0.0,0.0,215092.65,-0.45,530561.87,-1.77,927668.78
NOV,6005,168,1526095,47,455.0,168.0,0.0,0.0,197204.2,14001.12,0.0,0.0,29884.4,28002.24,228914.25,7.05,564655.15,27.73,1062696.14
DEZ,5903,0,1547977,-3,353.0,0.0,0.0,0.0,193854.52,0.0,0.0,0.0,23185.04,0.0,232196.55,-0.45,572751.49,-1.77,1021985.38
TOTAIS,6072,247,18345863,242,1704.0,415.0,371.0,0.0,2238013.1599999997,34586.1,10113.460000000001,0.0,111918.72,69172.2,2751879.4499999997,36.300000000000004,6787969.310000001,142.77999999999997,12003831.48
