Descricao,Valor
kWh fornecido (EnergyMeter kWh),18210515.0
kWh da carga (Zone kWh),16536126.0
Zone losses (Zone Losses kWh),988169.0
Perdas na linha MT (Line Losses kWh),37167.0
Perdas nos trafos (Transformer Losses kWh),951015.0
Perdas em vazio ferro (No Load Losses kWh),890814.0
Perdas em carga cobre (Transformer - NoLoad) kWh,60201.0
