MES,DMFP (kW),DMP (kW),CFP (kWh),CP (kWh),UFP (kW),UP (kW),DCFP_c (kW),DCP_c (kW),"DCFP (R$32,84)","DCP  (R$83,34)","DCFP_c (R$27,26)","DCP_c  (R$69,17)","UFP  (R$65,68)","UP   (R$166,68)","CFP (R$0,15) TUSD","CP  (R$0,15) TUSD","CFP (R$0,37) TUE","CP  (R$0,59) TUE",R$TOTAL_MES
JAN,4503,0,1452207,-1,0.0,0.0,0.0,0.0,147878.52,0.0,0.0,0.0,0.0,0.0,217831.05,-0.15,537316.59,-0.59,903025.42
FEV,4545,0,1503023,-1,0.0,0.0,0.0,0.0,149257.8,0.0,0.0,0.0,0.0,0.0,225453.45,-0.15,556118.51,-0.59,930829.02
MAR,4545,0,1618196,-1,0.0,0.0,0.0,0.0,149257.8,0.0,0.0,0.0,0.0,0.0,242729.4,-0.15,598732.52,-0.59,990718.98
ABR,3552,0,1241147,-1,0.0,0.0,948.0,0.0,116647.68,0.0,25842.48,0.0,0.0,0.0,186172.05,-0.15,459224.39,-0.59,787885.86
MAI,3534,0,1299214,-2,0.0,0.0,966.0,0.0,116056.56,0.0,26333.16,0.0,0.0,0.0,194882.1,-0.3,480709.18,-1.18,817979.52
JUN,4440,0,1455765,-2,0.0,0.0,60.0,0.0,145809.6,0.0,1635.6,0.0,0.0,0.0,218364.75,-0.3,538633.05,-1.18,904441.52
JUL,4523,0,1459908,-3,0.0,0.0,0.0,0.0,148535.32,0.0,0.0,0.0,0.0,0.0,218986.2,-0.45,540165.96,-1.77,907685.26
AGO,3535,0,1361961,-1,0.0,0.0,965.0,0.0,116089.4,0.0,26305.9,0.0,0.0,0.0,204294.15,-0.15,503925.57,-0.59,850614.28
SET,3534,0,1271667,-1,0.0,0.0,966.0,0.0,116056.56,0.0,26333.16,0.0,0.0,0.0,190750.05,-0.15,470516.79,-0.59,803655.82
OUT,3962,0,1313020,-1,0.0,0.0,538.0,0.0,130112.08,0.0,14665.88,0.0,0.0,0.0,196953.0,-0.15,485817.4,-0.59,827547.62
NOV,4545,0,1398851,-2,0.0,0.0,0.0,0.0,149257.8,0.0,0.0,0.0,0.0,0.0,209827.65,-0.3,517574.87,-1.18,876658.84
DEZ,4548,0,1418307,-1,0.0,0.0,0.0,0.0,149356.32,0.0,0.0,0.0,0.0,0.0,212746.05,-0.15,524773.59,-0.59,886875.22
TOTAIS,4548,0,16793266,-17,,,,,,,,,,,,,,,10487917.36
