MES,DMFP (kW),DMP (kW),CFP (kWh),CP (kWh),UFP (kW),UP (kW),DCFP_c (kW),DCP_c (kW),"DCFP (R$32,84)","DCP  (R$83,34)","DCFP_c (R$27,26)","DCP_c  (R$69,17)","UFP  (R$65,68)","UP   (R$166,68)","CFP (R$0,15) TUSD","CP  (R$0,15) TUSD","CFP (R$0,37) TUE","CP  (R$0,59) TUE",R$TOTAL_MES
JAN,5065.0,0.0,1458914.0,-2,0.0,0.0,10.0,0.0,166334.6,0.0,272.6,0.0,0.0,0.0,218837.1,-0.3,539798.18,-1.18,925241.0
FEV,5424.0,0.0,1507463.0,-3,349.0,0.0,0.0,0.0,178124.16,0.0,0.0,0.0,22922.32,0.0,226119.45,-0.45,557761.31,-1.77,984925.02
MAR,5557.0,0.0,1626868.0,-3,482.0,0.0,0.0,0.0,182491.88,0.0,0.0,0.0,31657.76,0.0,244030.2,-0.45,601941.16,-1.77,1060118.78
ABR,5055.0,0.0,1243344.0,-1,0.0,0.0,20.0,0.0,166006.2,0.0,545.2,0.0,0.0,0.0,186501.6,-0.15,460037.28,-0.59,813089.54
MAI,5125.0,0.0,1303177.0,-3,0.0,0.0,0.0,0.0,168305.0,0.0,0.0,0.0,0.0,0.0,195476.55,-0.45,482175.49,-1.77,845954.82
JUN,5124.0,0.0,1466931.0,-2,0.0,0.0,0.0,0.0,168272.16,0.0,0.0,0.0,0.0,0.0,220039.65,-0.3,542764.47,-1.18,931074.8
JUL,5124.0,117.0,1457947.0,50,0.0,117.0,0.0,0.0,168272.16,9750.78,0.0,0.0,0.0,19501.56,218692.05,7.5,539440.39,29.5,955693.94
AGO,5125.0,0.0,1368245.0,-1,0.0,0.0,0.0,0.0,168305.0,0.0,0.0,0.0,0.0,0.0,205236.75,-0.15,506250.65,-0.59,879791.66
SET,5124.0,0.0,1277398.0,-1,0.0,0.0,0.0,0.0,168272.16,0.0,0.0,0.0,0.0,0.0,191609.7,-0.15,472637.26,-0.59,832518.38
OUT,5125.0,0.0,1319012.0,-2,0.0,0.0,0.0,0.0,168305.0,0.0,0.0,0.0,0.0,0.0,197851.8,-0.3,488034.44,-1.18,854189.76
NOV,5495.0,44.0,1404320.0,8,420.0,44.0,0.0,0.0,180455.8,3666.96,0.0,0.0,27585.6,7333.92,210648.0,1.2,519598.4,4.72,949294.6
DEZ,5403.0,0.0,1422171.0,-3,328.0,0.0,0.0,0.0,177434.52,0.0,0.0,0.0,21543.04,0.0,213325.65,-0.45,526203.27,-1.77,938504.26
TOTAIS,5557.0,117.0,16855790.0,37,482.0,117.0,20.0,0.0,2060578.6400000001,13417.740000000002,817.8000000000001,0.0,103708.72,26835.480000000003,2528368.5,5.55,6236642.300000001,21.83,10970396.56
CTOTAL,,,16855827.0,,,,,,,,,,,,,,,,
R$TOTAL,,,,,,,,,,,,,,,,,,,10970396.56
DCFP,5075.0,,,,,,,,,,,,,,,,,,
DCP,,0.0,,,,,,,,,,,,,,,,,
