Mes,Posto,N_pontos_SIM17,Consumo_P_SIM17_kWh,Consumo_Q_SIM17_kVArh,DemandaMax_P_SIM17_kW,DemandaMax_Q_SIM17_kVAr,N_pontos_META
JANEIRO,FORA_PONTA,2712,1495606.02375,160660.8856,4888.25,612.149,2712
JANEIRO,PONTA,264,20.179219025000002,17443.112,50.2858,512.1949999999999,264
FEVEREIRO,FORA_PONTA,2448,1548779.87975,167961.222125,5326.889999999999,629.976,2448
FEVEREIRO,PONTA,240,792.446178,18929.912175,374.724,551.51,240
MARCO,FORA_PONTA,2736,1665105.68625,168055.02225,5327.73,561.143,2736
MARCO,PONTA,240,4464.1797118,19207.746900000002,715.505,430.8490000000001,240
ABRIL,FORA_PONTA,2640,1275607.23775,106655.034375,4200.780000000001,341.182,2640
ABRIL,PONTA,240,-1.053305599999999,13181.04755,0.205063,402.536,240
MAIO,FORA_PONTA,2724,1333156.9795,95367.729275,4250.99,385.84,2724
MAIO,PONTA,252,769.797896575,13259.290275,387.473,298.6999,252
JUNHO,FORA_PONTA,2640,1496399.7842,83011.602325,4650.53,310.123,2640
JUNHO,PONTA,240,6038.00892745,12709.28995,534.9359999999999,282.1816,240
JULHO,FORA_PONTA,2700,1492246.9595,72850.4271875,4894.77,283.62,2700
JULHO,PONTA,276,5606.607926525,12017.970725,1087.877,311.558,276
AGOSTO,FORA_PONTA,2724,1400071.57375,77661.134635,4262.06,306.06600000000003,2724
AGOSTO,PONTA,252,870.90941885,13122.694950000001,247.245,326.356,252
SETEMBRO,FORA_PONTA,2616,1309182.197,86137.62145,4261.9400000000005,327.554,2616
SETEMBRO,PONTA,264,-0.4476974999999997,13787.6353,0.193646,308.287,264
OUTUBRO,FORA_PONTA,2700,1351028.8563,104812.759725,4248.1,427.31,2700
OUTUBRO,PONTA,276,136.569446075,15969.850375,169.0573,404.402,276
NOVEMBRO,FORA_PONTA,2652,1434646.4205,122639.603125,5325.81,520.638,2652
NOVEMBRO,PONTA,228,3962.31049105,16276.394525,1009.528,500.672,228
DEZEMBRO,FORA_PONTA,2712,1455308.534,138873.889475,5325.52,556.543,2712
DEZEMBRO,PONTA,264,3212.935303275,18855.01515,826.583,531.17,264
