Descricao,Valor
kWh fornecido (EnergyMeter kWh),17282445.0
kWh da carga (Zone kWh),15715277.0
Zone losses (Zone Losses kWh),960306.0
Perdas na linha MT (Line Losses kWh),31349.0
Perdas nos trafos (Transformer Losses kWh),928945.0
Perdas em vazio ferro (No Load Losses kWh),867707.0
Perdas em carga cobre (Transformer - NoLoad) kWh,61238.0
