Descricao,Valor
kWh fornecido (EnergyMeter kWh),18399171.0
kWh da carga (Zone kWh),16543003.0
Zone losses (Zone Losses kWh),1006172.0
Perdas na linha MT (Line Losses kWh),38964.0
Perdas nos trafos (Transformer Losses kWh),967210.0
Perdas em vazio ferro (No Load Losses kWh),915060.0
Perdas em carga cobre (Transformer - NoLoad) kWh,52150.0
