MES,DMFP (kW),DMP (kW),CFP (kWh),CP (kWh),UFP (kW),UP (kW),DCFP_c (kW),DCP_c (kW),"DCFP (R$32,84)","DCP  (R$83,34)","DCFP_c (R$27,26)","DCP_c  (R$69,17)","UFP  (R$65,68)","UP   (R$166,68)","CFP (R$0,15) TUSD","CP  (R$0,15) TUSD","CFP (R$0,37) TUE","CP  (R$0,59) TUE",R$TOTAL_MES
JAN,4614,1414,1325609,55438,0.0,0.0,386.0,786.0,151523.76,117842.76,10522.36,54367.62,0.0,0.0,198841.35,8315.7,490475.33,32708.42,1064597.3
FEV,5307,1723,1372151,64610,307.0,0.0,0.0,477.0,174281.88,143594.82,0.0,32994.09,20163.76,0.0,205822.65,9691.5,507695.87,38119.9,1132364.47
MAR,5438,2047,1468867,79136,438.0,0.0,0.0,153.0,178583.92,170596.98,0.0,10583.01,28767.84,0.0,220330.05,11870.4,543480.79,46690.24,1210903.23
ABR,3501,1331,1116132,59160,0.0,0.0,1499.0,869.0,114972.84,110925.54,40862.74,60108.73,0.0,0.0,167419.8,8874.0,412968.84,34904.4,951036.89
MAI,3465,1734,1163726,67189,0.0,0.0,1535.0,466.0,113790.6,144511.56,41844.1,32233.22,0.0,0.0,174558.9,10078.35,430578.62,39641.51,987236.86
JUN,4389,1874,1311981,79046,0.0,0.0,611.0,326.0,144134.76,156179.16,16655.86,22549.42,0.0,0.0,196797.15,11856.9,485432.97,46637.14,1080243.36
JUL,4621,2398,1308427,74298,0.0,198.0,379.0,0.0,151753.64,199849.32,10331.54,0.0,0.0,33002.64,196264.05,11144.7,484117.99,43835.82,1130299.7
AGO,3468,1601,1223640,70434,0.0,0.0,1532.0,599.0,113889.12,133427.34,41762.32,41432.83,0.0,0.0,183546.0,10565.1,452746.8,41556.06,1018925.57
SET,3105,1311,1141047,66406,0.0,0.0,1895.0,889.0,101968.2,109258.74,51657.7,61492.13,0.0,0.0,171157.05,9960.9,422187.39,39179.54,966861.65
OUT,3910,1528,1176042,68487,0.0,0.0,1090.0,672.0,128404.4,127343.52,29713.4,46482.24,0.0,0.0,176406.3,10273.05,435135.54,40407.33,994165.78
NOV,5377,2324,1263323,67971,377.0,124.0,0.0,0.0,176580.68,193682.16,0.0,0.0,24761.36,20668.32,189498.45,10195.65,467429.51,40102.89,1122919.02
DEZ,5286,2151,1285829,63402,286.0,0.0,0.0,49.0,173592.24,179264.34,0.0,3389.33,18784.48,0.0,192874.35,9510.3,475756.73,37407.18,1090578.95
TOTAIS,5438,2398,15156774,815577,,,,,,,,,,,,,,,12750132.78
