Descricao,Valor
kWh fornecido (EnergyMeter kWh),15972356.0
kWh da carga (Zone kWh),14862823.0
Zone losses (Zone Losses kWh),887916.0
Perdas na linha MT (Line Losses kWh),29899.0
Perdas nos trafos (Transformer Losses kWh),858020.0
Perdas em vazio ferro (No Load Losses kWh),820467.0
Perdas em carga cobre (Transformer - NoLoad) kWh,37553.0
