Descricao,Valor
kWh fornecido (EnergyMeter kWh),17014741.0
kWh da carga (Zone kWh),14910221.0
Zone losses (Zone Losses kWh),1016541.0
Perdas na linha MT (Line Losses kWh),35198.0
Perdas nos trafos (Transformer Losses kWh),981341.0
Perdas em vazio ferro (No Load Losses kWh),941712.0
Perdas em carga cobre (Transformer - NoLoad) kWh,39629.0
