MES,DMFP (kW),DMP (kW),CFP (kWh),CP (kWh),UFP (kW),UP (kW),DCFP_c (kW),DCP_c (kW),"DCFP (R$32,84)","DCP  (R$83,34)","DCFP_c (R$27,26)","DCP_c  (R$69,17)","UFP  (R$65,68)","UP   (R$166,68)","CFP (R$0,15) TUSD","CP  (R$0,15) TUSD","CFP (R$0,37) TUE","CP  (R$0,59) TUE",R$TOTAL_MES
JAN,4995.0,0.0,1600476.0,-2,0.0,0.0,0.0,0.0,164035.8,0.0,0.0,0.0,0.0,0.0,240071.4,-0.3,592176.12,-1.18,996281.84
FEV,5044.0,0.0,1658107.0,-3,0.0,0.0,0.0,0.0,165644.96,0.0,0.0,0.0,0.0,0.0,248716.05,-0.45,613499.59,-1.77,1027858.38
MAR,5043.0,0.0,1785004.0,-3,0.0,0.0,0.0,0.0,165612.12,0.0,0.0,0.0,0.0,0.0,267750.6,-0.45,660451.48,-1.77,1093811.98
ABR,3931.0,0.0,1367960.0,-2,0.0,0.0,1064.0,0.0,129094.04,0.0,29004.64,0.0,0.0,0.0,205194.0,-0.3,506145.2,-1.18,869436.4
MAI,3923.0,0.0,1429227.0,-3,0.0,0.0,1072.0,0.0,128831.32,0.0,29222.72,0.0,0.0,0.0,214384.05,-0.45,528813.99,-1.77,901249.86
JUN,4917.0,0.0,1604486.0,-3,0.0,0.0,78.0,0.0,161474.28,0.0,2126.28,0.0,0.0,0.0,240672.9,-0.45,593659.82,-1.77,997931.06
JUL,5044.0,0.0,1606105.0,-3,0.0,0.0,0.0,0.0,165644.96,0.0,0.0,0.0,0.0,0.0,240915.75,-0.45,594258.85,-1.77,1000817.34
AGO,3924.0,0.0,1500320.0,-1,0.0,0.0,1071.0,0.0,128864.16,0.0,29195.46,0.0,0.0,0.0,225048.0,-0.15,555118.4,-0.59,938225.28
SET,3923.0,0.0,1402047.0,-1,0.0,0.0,1072.0,0.0,128831.32,0.0,29222.72,0.0,0.0,0.0,210307.05,-0.15,518757.39,-0.59,887117.74
OUT,4386.0,0.0,1446500.0,-2,0.0,0.0,609.0,0.0,144036.24,0.0,16601.34,0.0,0.0,0.0,216975.0,-0.3,535205.0,-1.18,912816.1
NOV,5045.0,0.0,1540621.0,-3,0.0,0.0,0.0,0.0,165677.8,0.0,0.0,0.0,0.0,0.0,231093.15,-0.45,570029.77,-1.77,966798.5
DEZ,5039.0,0.0,1560798.0,-3,0.0,0.0,0.0,0.0,165480.76,0.0,0.0,0.0,0.0,0.0,234119.7,-0.45,577495.26,-1.77,977093.5
TOTAIS,5045.0,0.0,18501651.0,-29,0.0,0.0,1072.0,0.0,1813227.76,0.0,135373.16,0.0,0.0,0.0,2775247.65,-4.35,6845610.869999999,-17.11,11569437.979999999
CTOTAL,,,18501622.0,,,,,,,,,,,,,,,,
R$TOTAL,,,,,,,,,,,,,,,,,,,11569437.979999999
DCFP,4995.0,,,,,,,,,,,,,,,,,,
DCP,,0.0,,,,,,,,,,,,,,,,,
