MES,DMFP (kW),DMP (kW),CFP (kWh),CP (kWh),UFP (kW),UP (kW),DCFP_c (kW),DCP_c (kW),"DCFP (R$32,84)","DCP  (R$83,34)","DCFP_c (R$27,26)","DCP_c  (R$69,17)","UFP  (R$65,68)","UP   (R$166,68)","CFP (R$0,15) TUSD","CP  (R$0,15) TUSD","CFP (R$0,37) TUE","CP  (R$0,59) TUE",R$TOTAL_MES
JAN,5032.0,0.0,1577911.0,-3,0.0,0.0,0.0,584.0,165250.88,0.0,0.0,40395.28,0.0,0.0,236686.65,-0.45,583827.07,-1.77,1026157.66
FEV,5045.0,100.0,1636004.0,23,0.0,0.0,0.0,484.0,165677.8,8334.0,0.0,33478.28,0.0,0.0,245400.6,3.45,605321.48,13.57,1058229.18
MAR,5043.0,458.0,1759606.0,747,0.0,0.0,0.0,126.0,165612.12,38169.72,0.0,8715.42,0.0,0.0,263940.9,112.05,651054.22,440.73,1128045.16
ABR,3922.0,0.0,1346892.0,-1,0.0,0.0,1073.0,584.0,128798.48,0.0,29249.98,40395.28,0.0,0.0,202033.8,-0.15,498350.04,-0.59,898826.84
MAI,3923.0,111.0,1408131.0,116,0.0,0.0,1072.0,473.0,128831.32,9250.74,29222.72,32717.41,0.0,0.0,211219.65,17.4,521008.47,68.44,932336.15
JUN,4896.0,267.0,1580554.0,909,0.0,0.0,99.0,317.0,160784.64,22251.78,2698.74,21926.89,0.0,0.0,237083.1,136.35,584804.98,536.31,1030222.79
JUL,5035.0,848.0,1580402.0,2812,0.0,264.0,0.0,0.0,165349.4,70672.32,0.0,0.0,0.0,44003.52,237060.3,421.8,584748.74,1659.08,1103915.16
AGO,3924.0,0.0,1477444.0,0,0.0,0.0,1071.0,584.0,128864.16,0.0,29195.46,40395.28,0.0,0.0,221616.6,0.0,546654.28,0.0,966725.78
SET,3923.0,0.0,1379830.0,-1,0.0,0.0,1072.0,584.0,128831.32,0.0,29222.72,40395.28,0.0,0.0,206974.5,-0.15,510537.1,-0.59,915960.18
OUT,4364.0,0.0,1424002.0,-1,0.0,0.0,631.0,584.0,143313.76,0.0,17201.06,40395.28,0.0,0.0,213600.3,-0.15,526880.74,-0.59,941390.4
NOV,5043.0,767.0,1516503.0,1401,0.0,183.0,0.0,0.0,165612.12,63921.78,0.0,0.0,0.0,30502.44,227475.45,210.15,561106.11,826.59,1049654.64
DEZ,5043.0,575.0,1538742.0,854,0.0,0.0,0.0,9.0,165612.12,47920.5,0.0,622.53,0.0,0.0,230811.3,128.1,569334.54,503.86,1014932.95
TOTAIS,5045.0,848.0,18226021.0,6856,0.0,264.0,1073.0,584.0,1812538.12,260520.84,136790.68,299436.93000000005,0.0,74505.95999999999,2733903.15,1028.3999999999999,6743627.77,4045.04,12066396.89
CTOTAL,,,18232877.0,,,,,,,,,,,,,,,,
R$TOTAL,,,,,,,,,,,,,,,,,,,12066396.89
DCFP,4995.0,,,,,,,,,,,,,,,,,,
DCP,,584.0,,,,,,,,,,,,,,,,,
KW_TARGET_FP,4995.0,,,,,,,,,,,,,,,,,,
KW_TARGET_LOW_FP,3885.0,,,,,,,,,,,,,,,,,,
